id,relaxation_step_number,formation_energy_ev_natom,bandgap_energy_ev
30,2,0.2123682169121821,3.30218871
30,3,0.21200273816248227,3.31505702
30,4,0.2115029765991494,3.33472231
30,5,0.2109307166028884,3.36682887
30,6,0.21093307004321105,3.40351198
30,7,0.21070705410238588,3.38624346
30,8,0.21072066159831596,3.39541409
30,9,0.21065850316517756,3.39129902
30,10,0.21065927035124327,3.39295188
30,11,0.21064892003778368,3.39195075
30,12,0.2106495000407449,3.39222452
30,13,0.21064717535409727,3.39215035
30,14,0.21064709660549846,3.39200474
30,15,0.21064617816591635,3.3923441
31,0,-0.3329122629475023,1.50224417
31,1,0.3297243270208128,1.53558548
31,2,0.3292093038908206,1.54949293
31,3,0.32852444077434484,1.58089352
31,4,0.32800011013932817,1.5826913
31,5,0.3277622104542388,1.56974199
31,6,0.32758890296463505,1.57891913
31,7,0.32751784795436834,1.57909672
31,8,0.32746019232945395,1.58279775
31,9,0.32734900390096305,1.58682346
31,10,0.3272716385799868,1.58410677
31,11,0.3271643395146384,1.57684517
31,12,0.32708834420191124,1.57152009
31,13,0.3270227235771017,1.56486396
31,14,0.3269708985772013,1.56146643
31,15,0.3269334276410518,1.55883802
31,16,0.3269092945265584,1.55511091
31,17,0.3268924173335108,1.55242089
31,18,0.3268806217056408,1.54809512
31,19,0.3268738942097116,1.54662156
31,20,0.32686911858036183,1.54594704
31,21,0.32686627139810304,1.54578543
31,22,0.3268639051384525,1.54600465
31,23,0.32686269014448044,1.54603849
32,0,-0.277996026306937,0.28725154
32,1,0.2763268081616843,0.30183181
32,2,0.2746567388021504,0.33209
32,3,0.273667934416153,0.36504841
32,4,0.27301835880280123,0.38407471
32,5,0.273801645689673,0.39081893
32,6,0.2735337119156611,0.3906055
32,7,0.2729656738119957,0.38863927
32,8,0.27261807255854364,0.39036377
32,9,0.2724517844217189,0.39020698
32,10,0.27242880565609084,0.39267391
32,11,0.2726042056929145,0.4007344
32,12,0.2723878181859618,0.39980215
32,13,0.2725799556719721,0.407738
32,14,0.2724794944333553,0.40693578
32,15,0.2723505387984915,0.40670814
32,16,0.27234911131017725,0.40831890000000004
32,17,0.2722971862931445,0.40619059
32,18,0.2722226519290416,0.40462914
32,19,0.2721990431746235,0.40899438
32,20,0.2721808756905375,0.41100097
32,21,0.2721640913114243,0.41307318
32,22,0.27215048505240697,0.41515439
32,23,0.2721637850481784,0.41511153
32,24,0.2721291456691688,0.41380593
32,25,0.2721258831843443,0.41393975
32,26,0.27212015755139873,0.41357633
32,27,0.2721164088143269,0.41359078
32,28,0.2721130013014772,0.41296877
32,29,0.2721109537924349,0.41291914
32,30,0.2721087231657293,0.41266679999999994
32,31,0.2721059800387593,0.41259201
32,32,0.2721049950378074,0.41268119999999997
32,33,0.2721028625455801,0.41223639
32,34,0.2721000562996778,0.41097027
32,35,0.27209818003029795,0.41006569
32,36,0.272096349435742,0.40870296
32,37,0.2720949612921686,0.40841193
32,38,0.2720935644356359,0.40841431
32,39,0.27209264068005723,0.40883335
32,40,0.2720918475279177,0.40929135
32,41,0.2720913937992009,0.40947101
33,0,-0.23853434640841442,1.99181723
33,1,0.23548802579171024,2.07451458
33,2,0.23486271516048876,2.10894893
33,3,0.23460999954295406,2.12160415
33,4,0.2344364082910033,2.12601365
33,5,0.23435102641997216,2.12528162
33,6,0.2343000026758091,2.12422382
33,7,0.2342765457888163,2.12454394
33,8,0.2342651939216012,2.12578919
33,9,0.2342589114141447,2.12693732
33,10,0.2342545314149902,2.12759933
33,11,0.2342516664157301,2.12760912
33,12,0.23424960891134106,2.12721484
33,13,0.23424830204930916,2.12679242
33,14,0.23424747390890846,2.12651213
33,15,0.2342468620463478,2.12639986
34,0,-0.15073846698214766,2.31741694
34,1,0.14791720292123497,2.384172
34,2,0.14737048635652172,2.42374317
34,3,0.1470963607334852,2.44221172
34,4,0.1469474819896277,2.44816574
34,5,0.1469103235467628,2.44866072
34,6,0.14688939729239792,2.44601605
34,7,0.14688194792142895,2.44510024
34,8,0.1468786585428461,2.44500773
34,9,0.1468774760451197,2.44567521
35,0,-0.12769438328177785,1.37172095
35,1,0.1276170879646088,1.3617515
35,2,0.12729505984680145,1.3605776000000003
35,3,0.12733520139590834,1.37925308
35,4,0.12712689265754307,1.36624467
35,5,0.12694061109868926,1.3687278999999999
35,6,0.12666369702856173,1.36824712
35,7,0.12646269828110235,1.36594896
35,8,0.12626649859157624,1.36011513
35,9,0.12610222889634315,1.36076149
35,10,0.12611590766027805,1.36351124
35,11,0.12602062921359902,1.36213118
35,12,0.12600387764905466,1.36256916
35,13,0.125974085785856,1.36354911
35,14,0.125963738282735,1.3636971000000002
35,15,0.12595449577929685,1.36430162
35,16,0.12594817797435098,1.36407117
35,17,0.1259438510896871,1.36388157
35,18,0.1259415839012945,1.36345045
35,19,0.12593968953297008,1.36320478
35,20,0.1259384960940224,1.36306329
35,21,0.12593770296007278,1.36309195
35,22,0.1259372942149639,1.36318731
36,0,-0.11052650150304544,1.84873076
36,1,0.10780024773339393,1.91967865
36,2,0.10719086867538864,1.94059811
36,3,0.10679811398404128,1.95802079
36,4,0.10662788055924466,1.96635895
36,5,0.10652555149135877,1.97143935
36,6,0.10647425742718042,1.97350523
36,7,0.10644945336935052,1.97450175
36,8,0.10643762774634524,1.97470843
36,9,0.1064315971234464,1.97483111
36,10,0.10642845087204478,1.97494356
36,11,0.10642690305758153,1.97519238
36,12,0.10642603931046324,1.97546561
36,13,0.10642556024322404,1.97575741
37,0,-0.2392890246846946,1.87270211
37,1,0.23542277780506995,1.96188641
37,2,0.2347294128048816,1.98658935
37,3,0.2343752434353519,1.99902923
37,4,0.2342425528149761,2.0001832
37,5,0.2341864515619818,1.99897977
37,6,0.2341534721927019,1.99810842
37,7,0.2341344284286606,1.99815106
37,8,0.23412497344907024,1.9987308999999998
37,9,0.23411993468471334,1.99912709
37,10,0.2341166709265963,1.99922579
37,11,0.23411380218021804,1.99893655
37,12,0.2341117690593819,1.99859699
37,13,0.2341103721846593,1.99833465
37,14,0.2341096946838661,1.9982968
38,0,-0.30551692287190235,1.27644695
38,1,0.3013116378861014,1.33607087
38,2,0.3000775706823333,1.35381429
38,3,0.2998751991253812,1.36609745
38,4,0.2996968113075127,1.37580467
38,5,0.2995863710020785,1.37079305
38,6,0.29952021006465657,1.36545383
38,7,0.2994692194442905,1.36003181
38,8,0.2994442553790577,1.35780742
38,9,0.2994197866428294,1.35536741
38,10,0.29940269258077024,1.35681787
38,11,0.29938551100713084,1.35712477
38,12,0.2993722313294711,1.35619572
38,13,0.2993579716348904,1.35434014
38,14,0.2993467035048525,1.35263962
38,15,0.2993369985051686,1.35109353
38,16,0.2993311922546127,1.3505461
38,17,0.2993262619384041,1.3504733999999998
38,18,0.2993238959970768,1.35112253
38,19,0.2993205066377413,1.35087036
38,20,0.2993164985127805,1.35064417
38,21,0.2993135941323999,1.34987643
38,22,0.2993103969492949,1.34860821
38,23,0.2993084444460692,1.34753047
38,24,0.299306921333482,1.34664191
38,25,0.2993057203821081,1.34609862
38,26,0.29930468132079113,1.34590125
38,27,0.29930376851552865,1.34599511
39,0,-0.36609089591365773,1.34827815
39,1,0.3660722534186789,1.33733387
39,2,0.3660651971586049,1.33632309
39,3,0.366056454658974,1.33620076
39,4,0.36605752341529296,1.3419674
39,5,0.3660505046627805,1.33952725
39,6,0.3660497065357049,1.33826259
39,7,0.3660493015377142,1.33919632
39,8,0.3660475427932397,1.33965097
39,9,0.3660469034093694,1.33950027
39,10,0.3660464265340124,1.33925096
39,11,0.36604619715944864,1.33935546
39,12,0.3660459971615637,1.33924619
40,0,-0.2544915098405909,0.92805247
40,1,0.2544749432672688,0.92663556
40,2,0.2544720479636453,0.92634208
40,3,0.25447064077525283,0.92628883
40,4,0.2544695295182464,0.92647306
40,5,0.254468935472687,0.92684468
40,6,0.2544684804706776,0.92699055
41,0,-0.1694116169892368,1.41937385
41,1,0.1660392041776504,1.52275334
41,2,0.16542264762392733,1.53363861
41,3,0.1650865769806842,1.53447937
41,4,0.1648974591807928,1.53316449
41,5,0.16478610135891358,1.53735255
41,6,0.16472459667056685,1.54296423
41,7,0.16469536449221778,1.54652753
41,8,0.16468180918309372,1.54643488
41,9,0.16467567824292928,1.54395404
41,10,0.16467274417664154,1.54154415
41,11,0.16467116824060213,1.54011085
41,12,0.16467034605739173,1.53989225
41,13,0.16466993511130568,1.54017817
42,0,-0.16042255316278897,3.3117309
42,1,0.15851987253881816,3.4055199999999997
42,2,0.15789724097885482,3.44114978
42,3,0.15769395409733988,3.44538313
42,4,0.15750102535093902,3.44489248
42,5,0.15745153191801364,3.44469658
42,6,0.15739624066554825,3.44457327
42,7,0.1573786509788988,3.44483828
42,8,0.1573653884770465,3.44484117
42,9,0.1573580716012657,3.44434538
42,10,0.15735266754290933,3.44330723
42,11,0.15734941379378142,3.44232963
42,12,0.15734690941826554,3.44165201
42,13,0.15734474597593362,3.44131589
42,14,0.15734285753751465,3.44131185
42,15,0.1573414359745584,3.44140048
42,16,0.15734048534795875,3.44132756
42,17,0.15733984191683706,3.44100531
42,18,0.15733937223103567,3.44034602
42,19,0.15733898941107327,3.43955302
42,20,0.15733861097487534,3.43909419
42,21,0.15733830910448887,3.43875558
43,0,-0.2914044901535817,2.14925393
43,1,0.288773786087404,2.22476517
43,2,0.2882796420362865,2.2543069
43,3,0.2880840770285431,2.26603479
43,4,0.2879395304626087,2.26991794
43,5,0.2878516160944855,2.26826354
43,6,0.2877905167224526,2.26526772
43,7,0.2877511429687729,2.26371739
43,8,0.2877222085862741,2.26394543
43,9,0.2876988982734474,2.26536833
43,10,0.287675384843169,2.26725697
43,11,0.28765356203621195,2.26861189
43,12,0.2876340179682302,2.26898547
43,13,0.28761871359165525,2.26860056
43,14,0.28760548734680924,2.26815489
43,15,0.2875928714092879,2.26816511
43,16,0.2875828885862575,2.26892921
43,17,0.28757595734532515,2.27011725
43,18,0.2875699151536537,2.27089518
43,19,0.2875650114037853,2.27103196
43,20,0.2875606932775554,2.27077772
43,21,0.2875577360919124,2.27033279
43,22,0.2875560232769203,2.26999531
43,23,0.2875548707834241,2.26996809
44,0,-0.2092571306161517,3.99879621
44,1,0.2092570887407419,3.99878368
44,2,0.20925708655340716,3.99878356
44,3,0.209257105927918,3.99881138
44,4,0.2092570756144596,3.99881514
44,5,0.2092570456170506,3.99882253
44,6,0.20925702717931927,3.99883099
44,7,0.2092570184277065,3.99883252
44,8,0.2092570159288698,3.99882764
44,9,0.2092570059289756,3.99883296
44,10,0.20925697186612524,3.99887221
45,0,-0.2137757348282321,2.19751746
45,1,0.21208198920248836,2.25456865
45,2,0.2114642017022561,2.29406395
45,3,0.2112502020190732,2.30318999
45,4,0.2109894826389791,2.29979372
45,5,0.21092751295327614,2.29911565
45,6,0.2108561535806075,2.30312568
45,7,0.21084749326291785,2.30565252
45,8,0.21082745294734195,2.30478647
45,9,0.21082483888676504,2.30442698
45,10,0.21081532951939155,2.30501998
45,11,0.210810061698794,2.30573544
45,12,0.21080583233015204,2.30671945
45,13,0.21080260733469916,2.30668332
45,14,0.21080014920698886,2.3060602
45,15,0.210799938895434,2.30570565
45,16,0.21079883795209756,2.30559099
45,17,0.2107981532662961,2.30579259
45,18,0.21079805888803094,2.30565387
45,19,0.21079802295389527,2.30549123
46,0,-0.024587091543253337,2.73863357
46,1,0.022710521857334243,2.79123501
46,2,0.022262263100856217,2.81685936
46,3,0.022017201849848792,2.83302978
46,4,0.02193090279433818,2.83692137
46,5,0.02189383248150989,2.83758305
46,6,0.021876107789466914,2.83803862
46,7,0.02186892341342173,2.8385752999999996
46,8,0.021866967163077792,2.83884131
46,9,0.02186644529047044,2.83879896
46,10,0.021866195597795013,2.83871852
46,11,0.02186612310197233,2.83867524
47,0,-0.3124001261403464,2.02721693
47,1,0.3123994017687437,2.01983073
47,2,0.3123803614562348,2.02400727
47,3,0.3123708158364025,2.02728761
47,4,0.31236280645316583,2.02711286
47,5,0.3123603048925361,2.02625255
47,6,0.3123589117694792,2.02355994
47,7,0.31235768239639583,2.02287518
47,8,0.3123565352052537,2.02280014
47,9,0.3123556655145876,2.02314075
47,10,0.3123551058342855,2.0232126
47,11,0.3123546683309541,2.0234099999999997
48,0,-0.2158834953843325,2.40046343
48,1,0.2133354572652024,2.47679258
48,2,0.21294107726134825,2.52551576
48,3,0.21267980476295634,2.53060472
48,4,0.2125351144513843,2.52989544
48,5,0.21247887257231926,2.52883851
48,6,0.21242958913717305,2.52926981
48,7,0.2124034538246633,2.52991898
48,8,0.2123856682010228,2.53078242
48,9,0.2123728678907355,2.53158907
48,10,0.2123629228844948,2.53228141
48,11,0.2123559041410772,2.53264291
48,12,0.21235094694930007,2.53265147
48,13,0.2123471578852332,2.53238865
48,14,0.21234459570223407,2.53198851
48,15,0.21234291132714134,2.53162586
48,16,0.2123417266375327,2.53139012
48,17,0.2123406953887752,2.53129836
48,18,0.2123397085142642,2.53133443
48,19,0.2123387800747878,2.53144783
48,20,0.21233810195553812,2.53157486
48,21,0.2123376081999595,2.53168952
49,0,-0.24567172153183492,0.69022561
49,1,0.2456154040191905,0.68495227
49,2,0.2456031890142185,0.68392419
49,3,0.2455919659041683,0.6824156
49,4,0.2455861715134233,0.68181965
49,5,0.2455815640132641,0.68088645
49,6,0.2455787627695827,0.68009775
49,7,0.24557647277106295,0.67934478
49,8,0.24557480839575874,0.6789539000000001
49,9,0.24557350276154466,0.67876579
49,10,0.24557252527301895,0.67861256
50,0,-0.22606466224715405,3.48196408
50,1,0.2260645088108504,3.48201875
50,2,0.2260642850615113,3.48200421
50,3,0.2260641009979736,3.48193871
51,0,-0.16435636758615146,2.38257011
51,1,0.16106201757793315,2.49344225
51,2,0.16082514840491058,2.52186015
51,3,0.16079396257737244,2.51999624
51,4,0.16077310257969654,2.51488124
51,5,0.16076584341135458,2.51318271
51,6,0.16076292091383948,2.51323093
51,7,0.16076166507446032,2.51372407
51,8,0.1607609442453395,2.51416518
51,9,0.16076037008133426,2.51425899
52,0,0.11171053622547332,2.94290881
53,0,-0.09625437452996266,0.88805194
53,1,0.09365228921524248,0.92792177
53,2,0.09250043733118217,0.99380235
53,3,0.09177846859529383,1.01565196
53,4,0.09129820920861677,1.01022113
53,5,0.09097771389861008,0.99718839
53,6,0.09088179107493488,0.99824158
53,7,0.0908561426513188,1.0012874
53,8,0.0908343698392855,1.00145452
53,9,0.09081153015358724,1.00045285
53,10,0.09079706578631884,1.00011978
53,11,0.09078813547603204,0.99939991
53,12,0.0907825854665134,0.99944753
53,13,0.09077547172637424,0.99875662
53,14,0.09076884234673344,0.99783413
53,15,0.0907651642228302,0.99700543
53,16,0.0907636454758176,0.99666771
53,17,0.09076202264623134,0.99647942
53,18,0.09076031106815208,0.99623552
53,19,0.09075916328583844,0.99611068
54,0,-0.38505070480823633,1.28740235
54,1,0.38504813137478777,1.28732827
54,2,0.3850432448052743,1.28827577
54,3,0.3850418001275102,1.28841537
54,4,0.3850403363685473,1.28877357
54,5,0.38503909325299895,1.28858599
55,0,0.1184784735141875,2.32978763
56,0,-0.049045655605368665,3.65705365
56,1,0.047210923103193636,3.7400538999999995
56,2,0.047015071431815166,3.75098661
56,3,0.04680441810251068,3.76712972
56,4,0.04674405726746045,3.77261953
56,5,0.046713434771845634,3.77478508
56,6,0.04670437476761435,3.77505499
56,7,0.04669928143812285,3.77524528
56,8,0.046697530606252265,3.77560601
56,9,0.04669673809985397,3.77593148
57,0,-0.24081487234070664,1.60138308
57,1,0.2381512817191833,1.65503521
57,2,0.23666887796935046,1.71024018
57,3,0.2362681960948976,1.72760088
57,4,0.2359779585822253,1.73760518
57,5,0.23589559734318755,1.73666632
57,6,0.23583694608532824,1.73474209
57,7,0.23581682797157555,1.73449577
57,8,0.235806267355656,1.73507846
57,9,0.2358002760956879,1.73572467
57,10,0.23579578859425965,1.7361023999999998
57,11,0.2357923348426993,1.73598886
57,12,0.23579019483804586,1.73566368
57,13,0.2357885360834189,1.73534116
57,14,0.23578741296660155,1.73520264
57,15,0.2357867435966909,1.73520522
57,16,0.2357862054668658,1.73542079
57,17,0.2357857060815149,1.7357898999999997
58,0,-0.07556876781563915,2.03102494
58,1,0.07355803812970407,2.1102873
58,2,0.07321261375182075,2.13217589
58,3,0.0729982203210966,2.14306711
58,4,0.07291284188795544,2.14728297
58,5,0.07287899094080785,2.15010885
58,6,0.07284936282303534,2.15159199
58,7,0.07283432906660893,2.15081786
58,8,0.07282404937541287,2.15020597
58,9,0.07281814406269405,2.14966359
58,10,0.07281394125129736,2.14932422
58,11,0.07281156532371824,2.14950586
58,12,0.0728103946948977,2.14981108
58,13,0.0728096987495519,2.149972
58,14,0.07280917125171983,2.14993735
58,15,0.07280872907358571,2.14972033
59,0,-0.061743676433252404,3.70384657
59,1,0.06174810643642559,3.70087592
59,2,0.061744071435896324,3.70294336
60,0,-0.09498395269474713,3.8229628
60,1,0.09498361925579957,3.82308387
60,2,0.09498250175511204,3.82288781
60,3,0.09498013925622216,3.82358884
60,4,0.0949817842547418,3.82281387
60,5,0.094980774256328,3.82268308
60,6,0.09498061019257877,3.82284068
60,7,0.094980595818015,3.82211376
60,8,0.09497931613168477,3.82274755
60,9,0.09497889019257856,3.82256669
60,10,0.09497892237959604,3.82259672
60,11,0.09497902457042072,3.8225836
60,12,0.09497863050455636,3.82261124
60,13,0.09497882613231924,3.82262325
60,14,0.09497861175532307,3.82260385
61,0,-0.1490778482911992,1.72911942
61,1,0.1479096339244279,1.84311757
61,2,0.14688984265376348,1.85605902
61,3,0.14647163203335367,1.8256668000000003
61,4,0.14627151328568289,1.8329939
61,5,0.1462035020449548,1.84032511
61,6,0.14617066172831986,1.83765697
61,7,0.14615361078540445,1.83585315
