id,relaxation_step_number,lattice_vector_1_x,lattice_vector_1_y,lattice_vector_1_z,lattice_vector_2_x,lattice_vector_2_y,lattice_vector_2_z,lattice_vector_3_x,lattice_vector_3_y,lattice_vector_3_z
132,-1,9.67675,0.011,-0.011443,-0.010755,9.676432,0.011567,0.011128,-0.011795,9.676675
133,-1,12.297888,9e-06,-0.021252,-8e-06,3.118937,5e-06,-1.507275,-5e-06,5.892267
134,-1,6.627923,0.077799,0.027518,-3.380483,5.701096,0.030479,-0.101356,-0.197361,24.465492
135,-1,5.21364,0.044716,0.006794,-2.645377,4.492359,-0.012981,-0.019298,0.029964,13.968032
136,-1,9.195609,0.026758,-0.031841,-0.026128,9.195195,0.019431,0.031222,-0.019974,9.195154
137,-1,12.136047,6e-06,0.013371,-1.2e-05,2.995653,3e-05,-1.385372,-0.0,5.579782
138,-1,8.984581,0.03024,-0.034489,-0.030071,8.983804,0.019462,0.033987,-0.019723,8.984169
139,-1,24.37671,1e-05,-0.006617,-1.9e-05,6.158171,3.8e-05,-1.495901,-3e-06,5.816004
140,-1,5.834085,-0.001891,-0.022417,-2.915468,5.053526,0.021958,0.055601,-0.030213,14.339966
141,-1,10.175948,0.065155,0.010386,-2.572142,4.389678,-0.00922,-0.016261,0.021597,13.708328
142,-1,5.384393,0.060945,0.010676,-2.74477,4.632066,-0.018433,-0.02901,0.040377,14.331458
143,-1,12.183437,-0.0,-0.018723,-5e-06,3.206099,1e-05,-1.705584,-7e-06,6.212183
144,-1,5.479659,-0.006456,-0.029491,0.010712,9.33003,-0.039882,0.053995,0.042205,9.956677
145,-1,10.765914,-0.026271,-0.057071,0.022185,9.185132,-0.03422,0.052253,0.036287,9.809558
146,-1,10.15332,-0.002851,0.005535,0.003038,10.153263,0.005528,-0.005676,-0.00566,10.153516
147,-1,9.167898,0.02775,-0.03317,-0.027082,9.167485,0.019967,0.032527,-0.020538,9.167415
148,-1,5.086055,0.032551,0.004145,-2.571095,4.387998,-0.008958,-0.012863,0.022043,13.698036
149,-1,9.27265,0.026326,-0.032416,-0.025374,9.272446,0.020256,0.031692,-0.021004,9.272127
150,-1,10.040952,0.001749,-0.000919,-0.001304,10.040958,0.008282,0.000639,-0.0086,10.041002
151,-1,12.134991,-1e-06,-0.006363,-7e-06,3.153345,1.8e-05,-1.643228,-6e-06,6.069469
152,-1,10.158298,-0.049521,-0.043433,0.042214,8.717028,-0.015974,0.039724,0.016781,9.340419
153,-1,10.325676,0.013638,0.697592,5.133035,3.054764,0.335155,0.852143,0.069691,14.421102
154,-1,4.896597,0.01433,0.001218,-2.460718,4.233137,-0.003185,-0.006609,0.009715,13.303333
155,-1,10.048363,0.05299,0.007736,-2.535,4.337498,-0.007208,-0.013043,0.017637,13.57333
156,-1,24.822563,2.4e-05,-0.087031,-1.3e-05,6.378934,-2.2e-05,-1.566822,-7e-06,6.062038
157,-1,24.433407,1.2e-05,-0.017749,-1.8e-05,6.193436,3e-05,-1.510788,-4e-06,5.858446
158,-1,6.568858,0.048564,0.030232,-3.325755,5.664627,0.022579,-0.112681,-0.16854,24.368535
159,-1,5.928845,-0.009483,-0.042942,-2.955921,5.138558,0.041079,0.101157,-0.058426,14.041031
160,-1,4.894678,0.014303,0.00017,-2.459671,4.231457,-0.002923,-0.003211,0.010161,13.293041
161,-1,10.428377,-0.052153,-0.054785,0.044406,8.934015,-0.0244,0.050182,0.026082,9.553751
162,-1,10.057092,0.0003,0.001455,-3.7e-05,10.057015,0.007101,-0.001658,-0.007296,10.057211
163,-1,9.32655,0.024979,-0.030899,-0.023994,9.326396,0.019792,0.030179,-0.020556,9.326044
164,-1,24.694253,2.9e-05,-0.037625,-2.2e-05,6.106846,1.1e-05,-1.37624,-3e-06,5.667716
165,-1,24.408655,8e-06,-0.021435,-1.6e-05,6.245905,2.8e-05,-1.559663,-5e-06,5.94519
166,-1,5.399394,-0.01934,-0.031692,0.032795,9.219859,-0.03554,0.058084,0.038007,9.840004
167,-1,6.45073,-0.009907,0.03566,-3.216298,5.591689,0.006779,-0.135331,-0.110898,24.17462
168,-1,9.815245,-0.212195,-0.820041,4.97532,2.933203,-0.384441,-1.456778,-0.091094,14.479024
169,-1,5.042887,0.028487,0.002912,-2.545985,4.352652,-0.00753,-0.009586,0.019551,13.604606
170,-1,4.935926,0.01834,0.000355,-2.483734,4.265124,-0.00409,-0.003091,0.013098,13.376178
171,-1,6.295428,0.22609,0.064839,-3.343692,5.338897,0.003523,-0.24161,-0.174498,23.827644
172,-1,5.789565,-0.020215,-0.01206,-2.876887,5.023963,0.014039,0.02887,-0.022485,14.16877
173,-1,10.657207,0.043089,-0.158942,5.316572,3.14419,-0.049604,-0.138795,-0.145235,15.210043
174,-1,6.600146,0.173554,0.03651,-3.449698,5.62903,0.032894,-0.133458,-0.23259,24.387681
175,-1,10.112515,-0.001682,0.004112,0.00187,10.112434,0.006028,-0.004267,-0.006167,10.112688
176,-1,4.894678,0.014303,0.00017,-2.459671,4.231457,-0.002923,-0.003211,0.010161,13.293041
177,-1,9.229413,0.023226,-0.025953,-0.023068,9.228779,0.016461,0.025532,-0.016685,9.229134
178,-1,9.846972,0.008688,-0.010218,-0.00798,9.846994,0.012036,0.009773,-0.012552,9.846832
179,-1,6.530911,0.162749,0.041344,-3.405893,5.574513,0.024948,-0.15247,-0.20926,24.267124
180,-1,5.258727,0.048807,0.009075,-2.671534,4.529386,-0.014671,-0.025972,0.032011,14.071754
181,-1,10.415486,0.041393,-0.135484,5.196007,3.068858,-0.046468,-0.115873,-0.103417,14.859168
182,-1,24.490104,1.3e-05,-0.02888,-1.7e-05,6.228701,2.2e-05,-1.525674,-4e-06,5.900889
183,-1,10.192965,-0.047493,-0.043925,0.040472,8.743254,-0.016998,0.040175,0.017859,9.366926
184,-1,12.33089,1.4e-05,-0.016337,-1.1e-05,3.048979,8e-06,-1.376943,-3e-06,5.660952
185,-1,6.623224,0.177156,0.034898,-3.4643,5.647202,0.035543,-0.12712,-0.240367,24.427866
186,-1,10.01324,0.00274,-0.002248,-0.002258,10.013248,0.008818,0.001944,-0.009165,10.013263
187,-1,5.039048,0.028433,0.000816,-2.543891,4.349292,-0.007007,-0.002792,0.020442,13.584021
188,-1,9.48277,0.017939,-0.020743,-0.017431,9.482468,0.015321,0.020262,-0.015748,9.482506
189,-1,6.651001,0.081401,0.025907,-3.395085,5.719268,0.033128,-0.095019,-0.205138,24.505677
190,-1,6.001911,-0.00077,0.029644,-2.999693,5.19752,-0.044933,-0.069921,0.081914,14.369427
191,-1,24.304569,1.3e-05,0.02179,-2.4e-05,6.000193,5.7e-05,-1.38467,-1e-06,5.586546
192,-1,10.336737,-0.046251,-0.417817,5.114361,2.933812,-0.409663,-0.854113,-0.085967,14.748527
193,-1,3.427985,0.036676,0.004387,-1.745027,2.950371,0.027206,-0.014471,-0.128186,12.43718
194,-1,10.001356,-0.046414,-0.036193,0.039591,8.589854,-0.011039,0.033053,0.011299,9.215869
195,-1,6.001911,-0.00077,0.029644,-2.999693,5.19752,-0.044933,-0.069921,0.081914,14.369427
196,-1,10.629039,-0.019943,-0.049281,0.016801,9.071729,-0.029827,0.045071,0.03133,9.699592
197,-1,10.455703,-0.03008,-0.04682,0.025514,8.940602,-0.024708,0.042818,0.025936,9.567058
198,-1,9.415777,0.019464,-0.022354,-0.019025,9.415399,0.015749,0.02188,-0.016138,9.415501
199,-1,9.360354,0.021446,-0.025011,-0.020933,9.35998,0.016822,0.024489,-0.017267,9.360024
200,-1,10.181032,-0.003843,0.006863,0.003991,10.180972,0.004992,-0.006981,-0.005096,10.181254
201,-1,5.086055,0.032551,0.004145,-2.571095,4.387998,-0.008958,-0.012863,0.022043,13.698036
202,-1,11.012257,-0.022101,-0.064745,0.018562,9.378528,-0.041745,0.059315,0.044451,10.001706
203,-1,10.20722,-0.004199,0.007052,0.004418,10.207212,0.005064,-0.00719,-0.005212,10.207432
204,-1,6.74254,-0.084475,0.006821,-3.29678,5.881698,0.033548,-0.025829,-0.155723,24.718071
205,-1,10.366302,-0.037356,-0.046386,0.031759,8.87438,-0.022117,0.042428,0.023253,9.49946
206,-1,9.819261,0.009679,-0.011547,-0.008934,9.819285,0.012572,0.011077,-0.013117,9.819094
207,-1,4.956551,0.020359,0.000447,-2.495765,4.281958,-0.004673,-0.003031,0.014567,13.417747
208,-1,24.384432,8e-06,-0.015255,-1.7e-05,6.219527,3.3e-05,-1.544073,-4e-06,5.909511
209,-1,10.01044,-0.017211,-0.118491,5.010356,2.959325,-0.046688,-0.234462,-0.060936,14.40514
210,-1,6.466374,0.052588,0.038799,-3.27827,5.573891,0.011937,-0.145719,-0.142923,24.184193
211,-1,6.295428,0.22609,0.064839,-3.343692,5.338897,0.003523,-0.24161,-0.174498,23.827644
212,-1,24.425156,1.1e-05,-0.018978,-1.7e-05,6.210925,2.9e-05,-1.527079,-4e-06,5.887361
213,-1,24.78131,1.9e-05,-0.093175,-9e-06,6.466382,-2.4e-05,-1.64828,-9e-06,6.20661
214,-1,10.395977,0.036088,-0.117612,5.187767,3.061566,-0.037245,-0.141354,-0.104081,14.841079
215,-1,6.159694,0.244943,0.077138,-3.292528,5.21194,-0.009815,-0.288673,-0.146594,23.579518
216,-1,9.425824,0.020557,-0.02454,-0.019865,9.425581,0.017002,0.023968,-0.017558,9.425469
217,-1,4.960389,0.020412,0.002543,-2.497859,4.285318,-0.005196,-0.009826,0.013676,13.438332
218,-1,10.353577,-0.060622,-0.055394,0.051669,8.880247,-0.022291,0.050754,0.023954,9.498076
219,-1,5.022262,0.026468,0.00282,-2.533953,4.335818,-0.006946,-0.009646,0.018082,13.563037
220,-1,10.514107,-0.034854,-0.05099,0.029586,8.990418,-0.026633,0.046665,0.028152,9.614749
221,-1,9.930106,0.005714,-0.006233,-0.005119,9.930121,0.010427,0.005858,-0.010859,9.930048
222,-1,6.140913,-0.02083,-0.041948,-3.052052,5.327892,0.038177,0.097299,-0.052268,14.440559
223,-1,10.548774,-0.032827,-0.051482,0.027843,9.016643,-0.027656,0.047115,0.029231,9.641256
224,-1,9.147802,0.025564,-0.028798,-0.025402,9.147121,0.017461,0.02835,-0.017697,9.147479
225,-1,10.607179,-0.037601,-0.055653,0.031915,9.066459,-0.029581,0.050962,0.031447,9.688947
226,-1,9.680704,0.014635,-0.018189,-0.013702,9.680739,0.015254,0.017601,-0.01594,9.680402
227,-1,4.917221,0.016348,0.001311,-2.472749,4.249971,-0.003768,-0.006549,0.011184,13.344902
228,-1,9.549764,0.016414,-0.019131,-0.015837,9.549538,0.014893,0.018644,-0.015358,9.549512
229,-1,5.226057,-0.029477,-0.029232,0.05022,8.957605,-0.025301,0.053578,0.027219,9.574935
230,-1,24.392683,9e-06,-0.014026,-1.7e-05,6.202038,3.3e-05,-1.527782,-4e-06,5.880597
231,-1,5.98544,-0.037734,-0.00418,-2.959528,5.20239,0.007294,0.008374,-0.013471,14.647353
232,-1,5.939792,-0.004864,-0.027952,-2.965462,5.14547,0.024171,0.065863,-0.033239,14.064539
233,-1,9.220274,0.027038,-0.032793,-0.026228,9.219966,0.020112,0.032109,-0.020771,9.219771
234,-1,10.06702,-0.032337,-0.032948,0.027532,8.632486,-0.012729,0.030047,0.012844,9.262283
235,-1,6.807077,0.025686,0.009367,-3.424403,5.88232,0.046559,-0.03258,-0.22206,24.801002
236,-1,5.215559,0.044743,0.007842,-2.646424,4.494039,-0.013243,-0.022695,0.029519,13.978324
237,-1,9.55281,0.015143,-0.016851,-0.014784,9.552475,0.013676,0.016452,-0.013996,9.552633
238,-1,10.160092,-0.035084,-0.037611,0.029861,8.708527,-0.015677,0.034344,0.016139,9.33648
239,-1,6.124483,0.399592,0.09088,-3.409113,5.103903,-0.004891,-0.3375,-0.206072,23.471095
240,-1,9.469676,0.018117,-0.020837,-0.017645,9.469348,0.015285,0.020366,-0.01569,9.469417
241,-1,10.41278,0.032653,-0.108258,5.197172,3.065968,-0.031296,-0.161737,-0.109764,14.872502
242,-1,5.577689,0.07922,0.015699,-2.857241,4.790287,-0.024729,-0.042059,0.051814,14.746745
243,-1,12.038098,-1e-06,0.018358,-1e-05,3.047835,3.6e-05,-1.518515,-2e-06,5.78404
244,-1,4.9978,0.024396,0.000631,-2.519828,4.315625,-0.00584,-0.002912,0.017504,13.500884
245,-1,12.231884,0.0,-0.031084,-3e-06,3.258854,1e-06,-1.767941,-9e-06,6.354898
246,-1,24.473603,1.1e-05,-0.031338,-1.6e-05,6.26368,2.1e-05,-1.558258,-5e-06,5.958718
247,-1,5.233316,-0.010626,-0.021817,0.017957,8.943237,-0.024831,0.039872,0.025877,9.572381
248,-1,4.977175,0.022377,0.000539,-2.507796,4.298791,-0.005257,-0.002972,0.016035,13.459315
249,-1,10.455703,-0.03008,-0.04682,0.025514,8.940602,-0.024708,0.042818,0.025936,9.567058
250,-1,5.866405,-0.017904,-0.004279,-2.917444,5.089214,0.00744,0.009757,-0.013942,14.3698
251,-1,4.961443,-0.022431,-0.016286,0.03828,8.526267,-0.008571,0.029717,0.008558,9.153594
252,-1,6.14575,-0.012068,-0.016032,-3.062183,5.32725,0.009064,0.036379,-0.009021,14.45467
253,-1,10.539638,-0.027219,-0.048847,0.023047,9.005507,-0.027237,0.044681,0.028647,9.631995
254,-1,12.136047,6e-06,0.013371,-1.2e-05,2.995653,3e-05,-1.385372,-0.0,5.579782
255,-1,6.489452,0.05619,0.037187,-3.292872,5.592063,0.014586,-0.139382,-0.1507,24.224379
256,-1,24.505548,9e-06,-0.046156,-1.3e-05,6.351414,1.1e-05,-1.622019,-6e-06,6.087904
