id,relaxation_step_number,lattice_vector_1_x,lattice_vector_1_y,lattice_vector_1_z,lattice_vector_2_x,lattice_vector_2_y,lattice_vector_2_z,lattice_vector_3_x,lattice_vector_3_y,lattice_vector_3_z
61,-1,9.558288,0.018142,-0.022457,-0.017204,9.558251,0.016755,0.021829,-0.017460,9.557919
62,-1,10.145491,-0.033890,-0.036568,0.028843,8.696073,-0.015196,0.033382,0.015585,9.324558
63,-1,6.276248,0.003602,0.043949,-3.140172,5.432322,-0.053717,-0.104554,0.084926,14.959630
64,-1,9.700795,-0.180759,-0.745325,4.907811,2.887218,-0.347396,-1.311530,-0.095341,14.368050
65,-1,10.156503,-0.063958,-0.049255,0.054567,8.725530,-0.016270,0.045104,0.017422,9.344357
66,-1,24.628249,0.000020,-0.047456,-0.000017,6.246762,0.000007,-1.506573,-0.000005,5.899032
67,-1,10.525037,-0.026026,-0.047804,0.022029,8.993053,-0.026756,0.043719,0.028093,9.620072
68,-1,10.548774,-0.032827,-0.051482,0.027843,9.016643,-0.027656,0.047115,0.029231,9.641256
69,-1,6.241062,0.097498,0.060173,-3.205146,5.356322,-0.009441,-0.227171,-0.102670,23.768312
70,-1,9.676220,-0.189186,-0.773702,4.898193,2.873288,-0.360538,-1.355118,-0.098692,14.342179
71,-1,10.074584,0.036740,-0.095409,5.026625,2.962086,-0.038122,-0.095503,-0.046208,14.368801
72,-1,10.056090,-0.041166,-0.036134,0.035089,8.629851,-0.012606,0.032992,0.012902,9.256960
73,-1,10.913720,-0.023769,-0.061675,0.020011,9.301170,-0.038735,0.056490,0.041185,9.924847
74,-1,4.894678,0.014303,0.000170,-2.459671,4.231457,-0.002923,-0.003211,0.010161,13.293041
75,-1,9.484293,0.017304,-0.019602,-0.016904,9.483937,0.014712,0.019166,-0.015067,9.484067
76,-1,10.422912,-0.056567,-0.056378,0.048184,8.932697,-0.024338,0.051655,0.026111,9.551089
77,-1,6.121746,0.359129,0.088250,-3.372666,5.121826,-0.007446,-0.328462,-0.187314,23.478108
78,-1,24.764809,0.000017,-0.095633,-0.000008,6.501361,-0.000025,-1.680863,-0.000009,6.264439
79,-1,6.304825,0.027377,0.050079,-3.176057,5.446685,-0.006605,-0.190082,-0.088485,23.902895
80,-1,24.514327,0.000013,-0.035060,-0.000016,6.255078,0.000017,-1.541264,-0.000005,5.936568
81,-1,10.391833,-0.029721,-0.044242,0.025220,8.889469,-0.022722,0.040444,0.023749,9.516706
82,-1,12.265942,0.000011,-0.006434,-0.000012,3.031204,0.000015,-1.379753,-0.000002,5.633895
83,-1,6.635357,0.018906,0.022768,-3.333113,5.737067,0.027970,-0.084631,-0.173113,24.496104
84,-1,9.763838,0.011661,-0.014204,-0.010841,9.763866,0.013645,0.013687,-0.014246,9.763617
85,-1,9.726955,-0.040658,-0.076770,4.875483,2.845110,-0.034880,-0.151904,-0.017178,13.921800
86,-1,9.167898,0.027750,-0.033170,-0.027082,9.167485,0.019967,0.032527,-0.020538,9.167415
87,-1,24.481853,0.000012,-0.030109,-0.000016,6.246190,0.000021,-1.541966,-0.000005,5.929804
88,-1,4.956551,0.020359,0.000447,-2.495765,4.281958,-0.004673,-0.003031,0.014567,13.417747
89,-1,10.007257,-0.106981,-0.276794,5.000994,2.830931,-0.245457,-0.432062,0.007781,14.191659
90,-1,6.453466,0.030556,0.038289,-3.252746,5.573766,0.009335,-0.144369,-0.129656,24.167607
91,-1,10.276901,-0.044632,-0.045952,0.038005,8.808158,-0.019527,0.042038,0.020571,9.431862
92,-1,5.534521,0.075156,0.014466,-2.832131,4.754940,-0.023301,-0.038782,0.049322,14.653315
93,-1,6.046750,-0.008058,-0.010930,-3.016485,5.240716,0.013662,0.027675,-0.022555,14.864034
94,-1,6.149523,0.263374,0.079259,-3.303451,5.193892,-0.009861,-0.296361,-0.152085,23.555919
95,-1,9.373448,0.021269,-0.024916,-0.020719,9.373101,0.016858,0.024385,-0.017325,9.373113
96,-1,4.958470,0.020386,0.001495,-2.496812,4.283638,-0.004935,-0.006429,0.014121,13.428039
97,-1,10.290354,-0.007172,0.011037,0.007279,10.290340,0.003455,-0.011104,-0.003518,10.290648
98,-1,12.265942,0.000011,-0.006434,-0.000012,3.031204,0.000015,-1.379753,-0.000002,5.633895
99,-1,5.642065,-0.005148,-0.035138,0.008400,9.587013,-0.049875,0.064393,0.053110,10.211100
100,-1,9.207180,0.027216,-0.032887,-0.026442,9.206846,0.020076,0.032214,-0.020713,9.206682
101,-1,10.221837,-0.005012,0.008286,0.005158,10.221801,0.004491,-0.008390,-0.004589,10.222082
102,-1,9.486725,0.021574,-0.027489,-0.020378,9.486775,0.019008,0.026735,-0.019893,9.486233
103,-1,9.141710,0.028105,-0.033358,-0.027509,9.141245,0.019895,0.032735,-0.020422,9.141237
104,-1,10.027739,0.050972,0.007644,-2.528985,4.329081,-0.006916,-0.013073,0.016902,13.552545
105,-1,24.207147,0.000009,0.036644,-0.000025,5.973530,0.000068,-1.386777,-0.000000,5.566254
106,-1,5.005246,-0.026011,-0.019414,0.044388,8.600991,-0.011458,0.035487,0.011882,9.225130
107,-1,4.961443,-0.022431,-0.016286,0.038280,8.526267,-0.008571,0.029717,0.008558,9.153594
108,-1,10.579771,-0.020777,-0.047746,0.017526,9.033050,-0.028322,0.043659,0.029697,9.661163
109,-1,5.198649,-0.012653,-0.021325,0.021442,8.890787,-0.022783,0.038971,0.023719,9.519367
110,-1,9.637467,0.011534,-0.011726,-0.011396,9.637072,0.011458,0.011441,-0.011621,9.637408
111,-1,24.384432,0.000008,-0.015255,-0.000017,6.219527,0.000033,-1.544073,-0.000004,5.909511
112,-1,10.086327,-0.001326,0.003924,0.001443,10.086193,0.005956,-0.004059,-0.006050,10.086510
113,-1,5.107454,-0.034366,-0.026713,0.058639,8.775345,-0.018195,0.048951,0.019639,9.392048
114,-1,10.258629,-0.033416,-0.040681,0.028412,8.785885,-0.018687,0.037169,0.019404,9.413340
115,-1,9.750026,0.024596,0.001204,-2.448163,4.215464,-0.002471,-0.004970,0.008469,13.256619
116,-1,10.452114,-0.058954,-0.058463,0.050220,8.957605,-0.025301,0.053578,0.027219,9.574935
117,-1,6.525438,0.081824,0.036085,-3.332998,5.610360,0.019837,-0.134394,-0.171744,24.281151
118,-1,10.227269,-0.120035,-0.401954,5.114733,2.901149,-0.330313,-0.608750,-0.020838,14.538151
119,-1,24.416906,0.000010,-0.020206,-0.000017,6.228415,0.000029,-1.543371,-0.000004,5.916275
120,-1,5.277120,-0.014206,-0.024945,0.024065,9.017961,-0.027718,0.045642,0.029201,9.643917
121,-1,5.990598,-0.042081,-0.005957,-2.958262,5.209096,0.008789,0.012519,-0.015352,14.654337
122,-1,9.515051,0.015042,-0.015994,-0.014897,9.514584,0.012959,0.015668,-0.013140,9.514926
123,-1,9.962027,0.044862,0.005271,-2.509890,4.302151,-0.005780,-0.009766,0.015145,13.479900
124,-1,5.363768,0.058927,0.010584,-2.732739,4.615233,-0.017849,-0.029070,0.038909,14.289889
125,-1,9.468153,0.018752,-0.021977,-0.018171,9.467879,0.015893,0.021462,-0.016371,9.467857
127,-1,10.096374,-0.000234,0.001738,0.000603,10.096376,0.007209,-0.001971,-0.007471,10.096478
128,-1,9.719078,0.009196,-0.008880,-0.009061,9.718730,0.010458,0.008623,-0.010608,9.719063
129,-1,6.456977,0.251301,0.053559,-3.445904,5.466102,0.022065,-0.197247,-0.228935,24.108943
130,-1,10.229427,-0.031029,-0.038595,0.026376,8.760977,-0.017725,0.035245,0.018296,9.389494
131,-1,5.151766,0.038660,0.006518,-2.609283,4.441858,-0.011231,-0.019478,0.025558,13.843326
132,-1,9.676750,0.011000,-0.011443,-0.010755,9.676432,0.011567,0.011128,-0.011795,9.676675
133,-1,12.297888,0.000009,-0.021252,-0.000008,3.118937,0.000005,-1.507275,-0.000005,5.892267
134,-1,6.627923,0.077799,0.027518,-3.380483,5.701096,0.030479,-0.101356,-0.197361,24.465492
135,-1,5.213640,0.044716,0.006794,-2.645377,4.492359,-0.012981,-0.019298,0.029964,13.968032
136,-1,9.195609,0.026758,-0.031841,-0.026128,9.195195,0.019431,0.031222,-0.019974,9.195154
137,-1,12.136047,0.000006,0.013371,-0.000012,2.995653,0.000030,-1.385372,-0.000000,5.579782
138,-1,8.984581,0.030240,-0.034489,-0.030071,8.983804,0.019462,0.033987,-0.019723,8.984169
139,-1,24.376710,0.000010,-0.006617,-0.000019,6.158171,0.000038,-1.495901,-0.000003,5.816004
140,-1,5.834085,-0.001891,-0.022417,-2.915468,5.053526,0.021958,0.055601,-0.030213,14.339966
141,-1,10.175948,0.065155,0.010386,-2.572142,4.389678,-0.009220,-0.016261,0.021597,13.708328
142,-1,5.384393,0.060945,0.010676,-2.744770,4.632066,-0.018433,-0.029010,0.040377,14.331458
143,-1,12.183437,-0.000000,-0.018723,-0.000005,3.206099,0.000010,-1.705584,-0.000007,6.212183
144,-1,5.479659,-0.006456,-0.029491,0.010712,9.330030,-0.039882,0.053995,0.042205,9.956677
145,-1,10.765914,-0.026271,-0.057071,0.022185,9.185132,-0.034220,0.052253,0.036287,9.809558
146,-1,10.153320,-0.002851,0.005535,0.003038,10.153263,0.005528,-0.005676,-0.005660,10.153516
147,-1,9.167898,0.027750,-0.033170,-0.027082,9.167485,0.019967,0.032527,-0.020538,9.167415
148,-1,5.086055,0.032551,0.004145,-2.571095,4.387998,-0.008958,-0.012863,0.022043,13.698036
149,-1,9.272650,0.026326,-0.032416,-0.025374,9.272446,0.020256,0.031692,-0.021004,9.272127
150,-1,10.040952,0.001749,-0.000919,-0.001304,10.040958,0.008282,0.000639,-0.008600,10.041002
151,-1,12.134991,-0.000001,-0.006363,-0.000007,3.153345,0.000018,-1.643228,-0.000006,6.069469
152,-1,10.158298,-0.049521,-0.043433,0.042214,8.717028,-0.015974,0.039724,0.016781,9.340419
153,-1,10.325676,0.013638,0.697592,5.133035,3.054764,0.335155,0.852143,0.069691,14.421102
154,-1,4.896597,0.014330,0.001218,-2.460718,4.233137,-0.003185,-0.006609,0.009715,13.303333
155,-1,10.048363,0.052990,0.007736,-2.535000,4.337498,-0.007208,-0.013043,0.017637,13.573330
156,-1,24.822563,0.000024,-0.087031,-0.000013,6.378934,-0.000022,-1.566822,-0.000007,6.062038
157,-1,24.433407,0.000012,-0.017749,-0.000018,6.193436,0.000030,-1.510788,-0.000004,5.858446
158,-1,6.568858,0.048564,0.030232,-3.325755,5.664627,0.022579,-0.112681,-0.168540,24.368535
159,-1,5.928845,-0.009483,-0.042942,-2.955921,5.138558,0.041079,0.101157,-0.058426,14.041031
160,-1,4.894678,0.014303,0.000170,-2.459671,4.231457,-0.002923,-0.003211,0.010161,13.293041
161,-1,10.428377,-0.052153,-0.054785,0.044406,8.934015,-0.024400,0.050182,0.026082,9.553751
162,-1,10.057092,0.000300,0.001455,-0.000037,10.057015,0.007101,-0.001658,-0.007296,10.057211
163,-1,9.326550,0.024979,-0.030899,-0.023994,9.326396,0.019792,0.030179,-0.020556,9.326044
164,-1,24.694253,0.000029,-0.037625,-0.000022,6.106846,0.000011,-1.376240,-0.000003,5.667716
165,-1,24.408655,0.000008,-0.021435,-0.000016,6.245905,0.000028,-1.559663,-0.000005,5.945190
166,-1,5.399394,-0.019340,-0.031692,0.032795,9.219859,-0.035540,0.058084,0.038007,9.840004
167,-1,6.450730,-0.009907,0.035660,-3.216298,5.591689,0.006779,-0.135331,-0.110898,24.174620
168,-1,9.815245,-0.212195,-0.820041,4.975320,2.933203,-0.384441,-1.456778,-0.091094,14.479024
169,-1,5.042887,0.028487,0.002912,-2.545985,4.352652,-0.007530,-0.009586,0.019551,13.604606
170,-1,4.935926,0.018340,0.000355,-2.483734,4.265124,-0.004090,-0.003091,0.013098,13.376178
171,-1,6.295428,0.226090,0.064839,-3.343692,5.338897,0.003523,-0.241610,-0.174498,23.827644
172,-1,5.789565,-0.020215,-0.012060,-2.876887,5.023963,0.014039,0.028870,-0.022485,14.168770
173,-1,10.657207,0.043089,-0.158942,5.316572,3.144190,-0.049604,-0.138795,-0.145235,15.210043
174,-1,6.600146,0.173554,0.036510,-3.449698,5.629030,0.032894,-0.133458,-0.232590,24.387681
175,-1,10.112515,-0.001682,0.004112,0.001870,10.112434,0.006028,-0.004267,-0.006167,10.112688
176,-1,4.894678,0.014303,0.000170,-2.459671,4.231457,-0.002923,-0.003211,0.010161,13.293041
177,-1,9.229413,0.023226,-0.025953,-0.023068,9.228779,0.016461,0.025532,-0.016685,9.229134
178,-1,9.846972,0.008688,-0.010218,-0.007980,9.846994,0.012036,0.009773,-0.012552,9.846832
179,-1,6.530911,0.162749,0.041344,-3.405893,5.574513,0.024948,-0.152470,-0.209260,24.267124
180,-1,5.258727,0.048807,0.009075,-2.671534,4.529386,-0.014671,-0.025972,0.032011,14.071754
181,-1,10.415486,0.041393,-0.135484,5.196007,3.068858,-0.046468,-0.115873,-0.103417,14.859168
182,-1,24.490104,0.000013,-0.028880,-0.000017,6.228701,0.000022,-1.525674,-0.000004,5.900889
183,-1,10.192965,-0.047493,-0.043925,0.040472,8.743254,-0.016998,0.040175,0.017859,9.366926
184,-1,12.330890,0.000014,-0.016337,-0.000011,3.048979,0.000008,-1.376943,-0.000003,5.660952
185,-1,6.623224,0.177156,0.034898,-3.464300,5.647202,0.035543,-0.127120,-0.240367,24.427866
186,-1,10.013240,0.002740,-0.002248,-0.002258,10.013248,0.008818,0.001944,-0.009165,10.013263
187,-1,5.039048,0.028433,0.000816,-2.543891,4.349292,-0.007007,-0.002792,0.020442,13.584021
188,-1,9.482770,0.017939,-0.020743,-0.017431,9.482468,0.015321,0.020262,-0.015748,9.482506
189,-1,6.651001,0.081401,0.025907,-3.395085,5.719268,0.033128,-0.095019,-0.205138,24.505677
190,-1,6.001911,-0.000770,0.029644,-2.999693,5.197520,-0.044933,-0.069921,0.081914,14.369427
191,-1,24.304569,0.000013,0.021790,-0.000024,6.000193,0.000057,-1.384670,-0.000001,5.586546
192,-1,10.336737,-0.046251,-0.417817,5.114361,2.933812,-0.409663,-0.854113,-0.085967,14.748527
193,-1,3.427985,0.036676,0.004387,-1.745027,2.950371,0.027206,-0.014471,-0.128186,12.437180
194,-1,10.001356,-0.046414,-0.036193,0.039591,8.589854,-0.011039,0.033053,0.011299,9.215869
195,-1,6.001911,-0.000770,0.029644,-2.999693,5.197520,-0.044933,-0.069921,0.081914,14.369427
196,-1,10.629039,-0.019943,-0.049281,0.016801,9.071729,-0.029827,0.045071,0.031330,9.699592
197,-1,10.455703,-0.030080,-0.046820,0.025514,8.940602,-0.024708,0.042818,0.025936,9.567058
198,-1,9.415777,0.019464,-0.022354,-0.019025,9.415399,0.015749,0.021880,-0.016138,9.415501
199,-1,9.360354,0.021446,-0.025011,-0.020933,9.359980,0.016822,0.024489,-0.017267,9.360024
200,-1,10.181032,-0.003843,0.006863,0.003991,10.180972,0.004992,-0.006981,-0.005096,10.181254
201,-1,5.086055,0.032551,0.004145,-2.571095,4.387998,-0.008958,-0.012863,0.022043,13.698036
202,-1,11.012257,-0.022101,-0.064745,0.018562,9.378528,-0.041745,0.059315,0.044451,10.001706
203,-1,10.207220,-0.004199,0.007052,0.004418,10.207212,0.005064,-0.007190,-0.005212,10.207432
204,-1,6.742540,-0.084475,0.006821,-3.296780,5.881698,0.033548,-0.025829,-0.155723,24.718071
205,-1,10.366302,-0.037356,-0.046386,0.031759,8.874380,-0.022117,0.042428,0.023253,9.499460
206,-1,9.819261,0.009679,-0.011547,-0.008934,9.819285,0.012572,0.011077,-0.013117,9.819094
207,-1,4.956551,0.020359,0.000447,-2.495765,4.281958,-0.004673,-0.003031,0.014567,13.417747
208,-1,24.384432,0.000008,-0.015255,-0.000017,6.219527,0.000033,-1.544073,-0.000004,5.909511
209,-1,10.010440,-0.017211,-0.118491,5.010356,2.959325,-0.046688,-0.234462,-0.060936,14.405140
210,-1,6.466374,0.052588,0.038799,-3.278270,5.573891,0.011937,-0.145719,-0.142923,24.184193
211,-1,6.295428,0.226090,0.064839,-3.343692,5.338897,0.003523,-0.241610,-0.174498,23.827644
212,-1,24.425156,0.000011,-0.018978,-0.000017,6.210925,0.000029,-1.527079,-0.000004,5.887361
213,-1,24.781310,0.000019,-0.093175,-0.000009,6.466382,-0.000024,-1.648280,-0.000009,6.206610
214,-1,10.395977,0.036088,-0.117612,5.187767,3.061566,-0.037245,-0.141354,-0.104081,14.841079
215,-1,6.159694,0.244943,0.077138,-3.292528,5.211940,-0.009815,-0.288673,-0.146594,23.579518
216,-1,9.425824,0.020557,-0.024540,-0.019865,9.425581,0.017002,0.023968,-0.017558,9.425469
217,-1,4.960389,0.020412,0.002543,-2.497859,4.285318,-0.005196,-0.009826,0.013676,13.438332
218,-1,10.353577,-0.060622,-0.055394,0.051669,8.880247,-0.022291,0.050754,0.023954,9.498076
219,-1,5.022262,0.026468,0.002820,-2.533953,4.335818,-0.006946,-0.009646,0.018082,13.563037
220,-1,10.514107,-0.034854,-0.050990,0.029586,8.990418,-0.026633,0.046665,0.028152,9.614749
221,-1,9.930106,0.005714,-0.006233,-0.005119,9.930121,0.010427,0.005858,-0.010859,9.930048
222,-1,6.140913,-0.020830,-0.041948,-3.052052,5.327892,0.038177,0.097299,-0.052268,14.440559
223,-1,10.548774,-0.032827,-0.051482,0.027843,9.016643,-0.027656,0.047115,0.029231,9.641256
224,-1,9.147802,0.025564,-0.028798,-0.025402,9.147121,0.017461,0.028350,-0.017697,9.147479
225,-1,10.607179,-0.037601,-0.055653,0.031915,9.066459,-0.029581,0.050962,0.031447,9.688947
226,-1,9.680704,0.014635,-0.018189,-0.013702,9.680739,0.015254,0.017601,-0.015940,9.680402
227,-1,4.917221,0.016348,0.001311,-2.472749,4.249971,-0.003768,-0.006549,0.011184,13.344902
228,-1,9.549764,0.016414,-0.019131,-0.015837,9.549538,0.014893,0.018644,-0.015358,9.549512
229,-1,5.226057,-0.029477,-0.029232,0.050220,8.957605,-0.025301,0.053578,0.027219,9.574935
230,-1,24.392683,0.000009,-0.014026,-0.000017,6.202038,0.000033,-1.527782,-0.000004,5.880597
231,-1,5.985440,-0.037734,-0.004180,-2.959528,5.202390,0.007294,0.008374,-0.013471,14.647353
232,-1,5.939792,-0.004864,-0.027952,-2.965462,5.145470,0.024171,0.065863,-0.033239,14.064539
233,-1,9.220274,0.027038,-0.032793,-0.026228,9.219966,0.020112,0.032109,-0.020771,9.219771
234,-1,10.067020,-0.032337,-0.032948,0.027532,8.632486,-0.012729,0.030047,0.012844,9.262283
235,-1,6.807077,0.025686,0.009367,-3.424403,5.882320,0.046559,-0.032580,-0.222060,24.801002
236,-1,5.215559,0.044743,0.007842,-2.646424,4.494039,-0.013243,-0.022695,0.029519,13.978324
237,-1,9.552810,0.015143,-0.016851,-0.014784,9.552475,0.013676,0.016452,-0.013996,9.552633
238,-1,10.160092,-0.035084,-0.037611,0.029861,8.708527,-0.015677,0.034344,0.016139,9.336480
239,-1,6.124483,0.399592,0.090880,-3.409113,5.103903,-0.004891,-0.337500,-0.206072,23.471095
240,-1,9.469676,0.018117,-0.020837,-0.017645,9.469348,0.015285,0.020366,-0.015690,9.469417
241,-1,10.412780,0.032653,-0.108258,5.197172,3.065968,-0.031296,-0.161737,-0.109764,14.872502
242,-1,5.577689,0.079220,0.015699,-2.857241,4.790287,-0.024729,-0.042059,0.051814,14.746745
243,-1,12.038098,-0.000001,0.018358,-0.000010,3.047835,0.000036,-1.518515,-0.000002,5.784040
244,-1,4.997800,0.024396,0.000631,-2.519828,4.315625,-0.005840,-0.002912,0.017504,13.500884
245,-1,12.231884,0.000000,-0.031084,-0.000003,3.258854,0.000001,-1.767941,-0.000009,6.354898
246,-1,24.473603,0.000011,-0.031338,-0.000016,6.263680,0.000021,-1.558258,-0.000005,5.958718
247,-1,5.233316,-0.010626,-0.021817,0.017957,8.943237,-0.024831,0.039872,0.025877,9.572381
248,-1,4.977175,0.022377,0.000539,-2.507796,4.298791,-0.005257,-0.002972,0.016035,13.459315
249,-1,10.455703,-0.030080,-0.046820,0.025514,8.940602,-0.024708,0.042818,0.025936,9.567058
250,-1,5.866405,-0.017904,-0.004279,-2.917444,5.089214,0.007440,0.009757,-0.013942,14.369800
251,-1,4.961443,-0.022431,-0.016286,0.038280,8.526267,-0.008571,0.029717,0.008558,9.153594
252,-1,6.145750,-0.012068,-0.016032,-3.062183,5.327250,0.009064,0.036379,-0.009021,14.454670
253,-1,10.539638,-0.027219,-0.048847,0.023047,9.005507,-0.027237,0.044681,0.028647,9.631995
254,-1,12.136047,0.000006,0.013371,-0.000012,2.995653,0.000030,-1.385372,-0.000000,5.579782
255,-1,6.489452,0.056190,0.037187,-3.292872,5.592063,0.014586,-0.139382,-0.150700,24.224379
256,-1,24.505548,0.000009,-0.046156,-0.000013,6.351414,0.000011,-1.622019,-0.000006,6.087904
257,-1,10.013240,0.002740,-0.002248,-0.002258,10.013248,0.008818,0.001944,-0.009165,10.013263
258,-1,9.719078,0.009196,-0.008880,-0.009061,9.718730,0.010458,0.008623,-0.010608,9.719063
259,-1,9.194086,0.027394,-0.032981,-0.026655,9.193726,0.020040,0.032318,-0.020655,9.193593
