id,lattice_vector_1_x,lattice_vector_1_y,lattice_vector_1_z,lattice_vector_2_x,lattice_vector_2_y,lattice_vector_2_z,lattice_vector_3_x,lattice_vector_3_y,lattice_vector_3_z
44,6.0926991,-0.03623137,-0.00929808,-3.01484556,5.29441885,0.00942957,0.03545379,-0.02133976,23.28475113
45,9.44815753,0.08575602,-0.01635563,-0.01602292,9.49572456,-0.14164559,0.0117619,-0.01482863,9.48379737
46,24.38653737,0.02678421,0.51901054,-0.00714914,6.0181209,-0.01814041,-1.5090827,0.01800151,5.57597372
47,6.18392099,0.03576578,-0.02562718,-3.13247437,5.39989464,0.02376216,0.05337823,-0.0781623,24.16611379
48,10.19386589,0.02418095,-0.13706176,-0.00342428,8.75637003,-0.08241894,-0.04488784,-0.01786436,9.38710863
49,10.57194367,0.18007367,0.17378979,5.14406581,3.00396092,0.22196143,0.0343828,0.17956579,15.19001646
50,6.1574018,-0.00274695,-0.02405653,-3.08447515,5.32883549,0.02749575,0.08131898,-0.05966756,23.40445785
51,5.07973969,0.00615808,0.01073281,-2.54475546,4.39558802,-0.01421148,-0.02903592,0.02686059,13.74820844
52,6.21413877,0.00864246,-0.01322704,-3.11520621,5.37788278,0.00936252,0.05062324,-0.0116369,23.62568531
53,10.14517911,-0.00652001,-0.00133792,-0.00623869,10.11948181,-0.00417335,0.00946788,-0.02726384,10.1258889
54,6.78974158,-0.05952751,-0.02565682,-3.13384068,5.84854195,0.01797352,0.11887428,0.04586457,24.07333151
55,9.9524622,-0.14942694,-0.1582671,5.0187315,2.83259658,-0.07691369,-0.0832013,-0.04418515,14.07813508
56,4.93161156,-0.00145941,0.00540747,-2.46495602,4.27198258,-0.00480819,-0.01340248,0.0071385,13.40425879
57,5.1780256,0.07500028,0.05930114,-0.08067086,8.91572649,-0.11771712,0.00541994,-0.05459184,10.02750343
58,10.28114854,0.03621055,-0.05656914,0.00521255,8.80244036,-0.01412167,0.06171953,0.00437958,9.43114733
59,4.93481862,0.01485621,-0.00991548,-2.47990125,4.26567674,0.00743445,0.02623049,-0.00768106,13.39229909
60,9.14425527,0.00011784,-0.0036325,8.112e-05,9.12486039,-0.00125016,-0.00411406,-0.00031934,9.13082365
61,9.59741393,-0.01329052,-0.00617758,-0.05031641,9.56447518,0.02167093,-0.03792795,-0.00148281,9.53544785
62,10.22602322,-0.02764327,-0.01010077,0.02942948,8.74045199,-0.01743099,0.04678863,0.05091283,9.26197266
63,6.32175984,-0.07424558,-0.25136733,-3.01480337,5.47412237,-0.08557542,-0.34051249,0.00545968,15.22598343
64,9.64576946,-0.25615424,-0.85423897,4.90496236,2.87018959,-0.372729,-1.47920333,-0.10734035,14.4832024
65,10.10543606,-0.02825918,0.00648328,0.0249022,8.77884009,0.01754511,-0.00623391,-0.01840114,9.33828684
66,25.35553404,-0.00551384,0.12842205,0.00896814,6.30465353,-0.00871667,-1.37880383,0.00871447,5.77438813
67,10.31100718,0.09952958,-0.15855427,-0.0130798,8.86765141,-0.10474665,0.07560033,0.02217688,9.86684858
68,10.41537479,0.04780597,-0.07148237,-0.05466243,9.30421,-0.13838513,0.08446116,0.07304671,9.62971426
69,6.23641065,-0.02115242,-0.01229239,-3.09972658,5.41142841,0.01474768,0.04765281,-0.03827474,23.68665413
70,9.73978121,-0.04417648,-1.37890414,5.00344555,2.84978884,-0.34934481,-1.34750894,-0.04922444,14.96735302
71,10.14891207,0.06013911,-0.18337479,5.13871173,2.98881377,0.08659737,-0.31834422,-0.21661287,14.80096624
72,10.05480447,-0.02352413,0.0003402,-0.04586926,8.6352099,0.05790356,0.04511945,0.0029875,9.25966451
73,10.80689705,0.07368198,0.15925278,0.02832169,9.44268578,0.00053919,0.01968974,-0.04503013,9.90823687
74,4.89296837,0.0147479,0.00698193,-2.45916685,4.22986228,-0.00998801,-0.01815432,0.01855837,13.30887898
75,9.51555623,-0.00218802,-0.03071032,0.06862403,9.48882568,-0.07776157,0.12858327,-0.05643129,9.51189498
76,10.33855438,-0.01113707,-0.1685905,0.02911956,9.05325033,-0.07755668,0.03518294,0.06524314,9.49420032
77,6.14535944,0.00138982,-0.01323352,-3.0688141,5.31782074,0.01708219,0.05042819,-0.04624938,23.36817757
78,26.50796239,0.01190598,-0.0820156,-0.00315933,6.59658699,-0.01470663,-1.24172636,0.01272872,6.01303129
79,6.22547165,-0.00141704,0.00017911,-3.18510387,5.4204769,0.04856033,0.10670303,-0.04889017,25.21603243
80,25.34766359,0.02128086,0.31151035,-0.01040229,6.33547656,-0.02147617,-1.41334439,-8.454e-05,5.80011805
81,10.56995473,-0.13917247,0.12228259,0.02110537,8.81300993,0.19568686,0.04580726,0.08502246,9.59574929
82,12.28676583,-0.0244774,-0.01168591,0.00612748,3.02349021,0.00916438,-1.38014054,-0.01496975,5.6320928
83,6.70518446,0.0574803,0.01721541,-3.30646388,5.75070282,0.02800243,0.00382001,0.08008923,24.39338836
84,9.80041029,0.03087201,0.06594999,-0.1085188,9.75858102,-0.04762816,0.18684266,0.06723985,9.76756578
85,9.72375136,-0.00097025,-0.67892521,5.06097144,2.83982704,0.19681884,-0.50217889,-0.25960038,14.83475279
86,9.17870586,0.02084079,-0.05462603,-0.03035663,9.17470445,-0.00124067,0.03620237,0.00536366,9.15986223
87,25.43605435,-0.07765324,0.18562812,0.00258517,6.30916791,-0.00084756,-1.36469283,0.00259366,5.78373731
88,4.95680901,0.01341358,-0.0018714,-2.48968912,4.28555998,-0.0006093,0.00521123,0.00453836,13.42817758
89,10.10496877,-0.12310056,-0.34414294,5.11299879,2.81796944,-0.05681798,-0.65627981,0.00722471,14.41177245
90,6.46018192,0.01426047,0.0034222,-3.21231133,5.60085337,-0.00574834,0.0062795,-0.00855573,24.11979603
91,10.26299066,-0.00104646,-0.12314402,-0.048834,8.82786007,-0.00212946,0.02097053,0.00236059,9.38976529
92,5.5341052,-0.08761282,0.02416557,-2.69105563,4.83659373,-0.01426261,-0.06783982,0.00843647,14.65751285
93,5.97688617,-0.00756867,-0.03936676,-3.01921299,5.23993549,0.00980385,0.22146983,-0.14587249,15.06974697
94,6.1726822,0.01259782,-0.01189999,-3.09136992,5.33661753,0.01158655,0.04549997,-0.02350048,23.52137816
95,9.36769971,0.00542629,0.0126664,0.06078544,9.44533736,0.10543418,0.12715927,-0.02849225,9.36002976
96,4.96233341,0.00737741,-0.00504626,-2.48757424,4.29305731,0.00301222,0.01356098,-0.00233389,13.4256656
97,10.29038735,0.00591978,-0.00489811,-0.00484416,10.29048532,0.00594476,0.00598168,-0.00483606,10.29031759
98,12.27698076,-0.03781603,-0.00766426,0.00917533,3.03285471,0.00188127,-1.3680763,0.00160479,5.64187587
99,5.64720329,0.04346359,0.06205292,-0.02715563,9.59312571,0.04524922,-0.02573251,-0.03233871,10.22001905
100,9.20490191,0.01931191,-0.03090243,-0.03621193,9.20905525,-0.05001292,0.01936564,0.01229941,9.21695668
101,10.22969527,-0.02508081,0.00636935,-0.0055932,10.22608919,-0.00113224,0.02394218,-0.00046608,10.21562851
102,9.48479164,0.01299819,-0.04699207,0.02703312,9.48449722,-0.0149185,0.00887085,-0.01163544,9.48568907
103,9.15497713,0.04210519,0.00616039,-0.04567187,9.14084688,-0.04612182,-0.00209008,0.05202187,9.14238293
104,10.06406185,0.41688754,0.19179341,-2.67095765,4.23720531,-0.02953013,-0.36452285,-0.14225313,13.56755659
105,24.16970353,-0.03367149,0.5166787,0.00883191,5.94748434,-0.01071544,-1.5219678,0.01199733,5.53575795
106,4.98686295,-0.00532128,-0.00228557,0.00945058,8.56178201,0.00897613,0.00385793,-0.01021065,9.25563052
107,4.93541334,-0.00498821,0.01444286,0.0061566,8.51528305,0.019714,0.00778682,0.01113618,9.15903928
108,10.77062074,0.08545368,-0.29669223,0.10041091,9.21263467,-0.07097825,0.04646581,0.26496348,9.46564169
109,5.17266906,0.00106195,0.00591127,-0.0820362,9.04793945,0.06771733,0.04229148,-0.13985478,9.35387056
110,9.69247475,0.09813898,-0.02980564,-0.06752134,9.67449627,-0.09528159,0.10316932,0.05627171,9.62558476
111,25.10150137,0.03901372,0.39737567,-0.02219213,6.27506924,-0.00645105,-1.45275032,-0.01930517,5.80164326
112,10.08943483,-0.00545613,-0.0084745,-0.00765452,10.089418,0.00523969,-0.00310823,0.00675364,10.08966839
113,5.09807736,-0.01595166,-0.02863547,0.03002348,8.79695045,-0.0273069,-0.00491634,-0.00571557,9.38984788
114,10.33393339,-0.04009688,0.10516633,-0.02362905,8.76736707,0.00179003,0.01779631,-0.07428915,9.42805086
115,9.75100086,0.44367738,0.11696483,-2.62123677,4.10848383,0.0127751,-0.16341685,-0.15198894,13.2529934
116,10.47774664,-0.0730274,-0.03260494,0.06103226,8.9547853,0.01589162,0.00452123,-0.00816354,9.61540972
117,6.69095834,0.21418276,0.15296365,-2.98991092,5.6390336,-0.05302896,-0.21923744,-0.05420405,24.42403861
118,10.03324076,-0.21448444,-0.56965168,5.05052181,2.85641113,-0.37382657,-0.28736117,-0.11916051,14.59095034
119,25.39063641,0.01053029,0.12199575,0.00126642,6.29912428,-0.03068656,-1.3101882,0.02737798,5.78043036
120,5.28814321,-0.01203601,-0.05441173,0.11270977,9.07078304,0.03317085,0.00630305,0.00676985,9.61745075
121,6.02379576,-0.03584857,0.05904427,-2.98237583,5.22988967,0.13170086,0.14442066,0.00607492,14.38280731
122,9.54379905,0.03195641,-0.05892385,0.02955412,9.56385293,0.07303803,-0.04300259,0.06262259,9.54139474
123,9.95103453,0.54673068,0.17783537,-2.71142351,4.16452413,-0.01635724,-0.21403394,-0.06180371,13.55077902
124,5.36204338,0.04156267,0.01500231,-2.71698473,4.62276272,-0.02075318,-0.04101564,0.0431277,14.35622622
125,9.49187272,0.04324704,0.05973759,0.05740481,9.46394146,0.07631843,0.00711032,-0.0253919,9.49276752
127,10.09733351,-0.0065496,-0.00734898,-0.00687396,10.09821576,-0.00495309,-0.00634044,-0.00851889,10.09770786
128,9.73569038,0.04767703,0.04258668,-0.00457721,9.74817729,0.11112573,-0.01056962,-0.0077284,9.79102912
129,6.44836141,0.03493021,0.02385825,-3.24210113,5.60199875,-0.00898921,-0.01523412,0.06604978,23.97339225
130,10.13519384,0.02058668,0.0295524,-0.10520009,8.75096224,0.04486314,0.02582245,0.00219479,9.46970132
131,5.15169433,0.01353826,0.01758049,-2.58742062,4.45455079,-0.02468453,-0.04753677,0.05010455,13.93857673
132,9.71986568,-0.06051965,-0.04247335,0.07503765,9.71618523,-0.02644869,0.06502036,-0.10425501,9.70125803
133,12.68847887,0.01358493,-0.10698947,-0.00343659,3.14581202,0.00206338,-1.25244145,-0.00501671,5.81212553
134,6.83200282,-0.12055907,0.06781725,-3.50964885,5.77398647,-0.12458574,0.02677069,0.03590808,24.72515008
135,5.21147828,0.05953909,0.01011122,-2.65719177,4.48329934,-0.01788726,-0.02841932,0.03922999,13.9727586
136,9.19496218,-0.03855214,0.01077784,0.0084674,9.1918159,0.06836769,-0.02003155,-0.05385463,9.22453251
137,12.15039353,-0.04896551,-0.00612282,0.01208652,2.99655498,0.01012372,-1.3617738,-0.01325522,5.58777774
138,8.98458071,0.0302404,-0.03448885,-0.03007072,8.98380369,0.01946211,0.03398659,-0.01972305,8.98416917
139,24.91793626,0.00447764,0.35495056,-0.01195554,6.21929444,-0.05485282,-1.4431108,0.05187785,5.69249363
140,5.77262508,-0.02047299,0.05957358,-2.83542415,5.2417601,0.14552134,0.09454265,-0.01382677,14.32447406
141,10.16478793,0.53314567,0.21178935,-2.74959793,4.25953728,-0.08469111,-0.30666799,0.07973286,13.79074696
142,5.37985997,0.07184153,0.00960017,-2.75159379,4.62301371,-0.0232215,-0.02672493,0.0560216,14.34362049
143,12.91611136,0.06674996,0.00088103,-0.01701721,3.22585271,-0.00864076,-1.37450302,0.01006756,6.09864182
144,5.40182536,0.03896348,0.07395368,-0.06380971,9.10915858,0.0534369,0.06734831,-0.04293581,10.25627191
145,10.76507196,0.16682596,-0.18616527,-0.0815858,9.18864786,-0.07824162,-0.06086869,0.01298444,9.82729856
146,10.15020179,-0.03800508,-0.00577009,-0.01082221,10.16354363,0.04266813,-0.04631665,0.01627118,10.16102394
147,9.17042149,0.0519466,-0.03383307,-0.02877977,9.17269096,0.01945399,0.02655866,-0.01937708,9.17163513
148,5.08684283,0.01311979,-0.00536396,-2.5544483,4.39834786,0.0048966,0.01478652,-0.00727839,13.74660984
149,9.27260634,-0.04968535,-0.03241945,0.06328672,9.27910419,-0.02040339,0.03951581,0.01205301,9.27566
150,10.04888946,-0.00199555,-0.01530121,-0.01277576,10.05422135,0.00505108,-0.03937291,0.0287228,10.03527338
151,12.19956601,0.00552447,0.2134504,0.00319692,3.12911291,0.03122446,-1.75247788,-0.0589842,6.09606712
152,10.10527656,0.04223825,-0.05177452,-0.05887917,8.76820053,-0.02754714,0.0297752,-0.0148267,9.32271937
153,10.77969091,0.14628847,0.3240706,5.44314678,3.14615397,0.07233485,0.53578863,0.25381585,14.7761254
154,4.89850051,0.00879917,-0.00292136,-2.45677981,4.23736178,0.00116985,0.00767915,0.00017781,13.3286462
155,10.07014436,0.52897719,0.16286084,-2.70339853,4.2187006,-0.05585802,-0.37186594,0.0240859,13.62260738
156,26.02438919,-0.00731301,0.20933476,0.00728891,6.45077873,0.00491586,-1.32557848,-0.00580334,5.87668642
157,24.88647346,-0.00935148,0.38361391,-0.03691596,6.25800915,0.02400975,-1.537678,0.01153443,5.76752295
158,6.56791735,-0.02619537,-0.01349167,-3.2541653,5.74474807,-0.00365706,0.04926298,0.07085629,24.23587087
159,5.95043272,-0.0704703,-0.02635052,-2.88104782,5.20565399,0.08902365,0.00398615,0.03481983,13.89781211
160,4.89637134,0.01151438,0.00081237,-2.45791509,4.23414873,-0.00260031,-0.00250171,0.00675878,13.29943617
161,10.4912785,0.04180325,-0.00754882,0.02112641,8.91390294,0.0074848,0.05620039,0.0005003,9.57845897
162,10.06838634,0.03435822,0.02005642,0.05880843,10.04924506,-0.06139336,0.06764582,-0.03472054,10.09471332
163,9.32972285,0.01355207,0.03722686,-0.03949484,9.32589557,0.05901917,0.00357756,-0.03013263,9.32759963
164,24.67988627,0.04951927,0.46389905,-0.01192363,6.10114734,0.0262063,-1.49746201,-0.02834009,5.63802918
165,25.4840872,-0.03321037,0.16801208,0.02825271,6.32566319,0.0129998,-1.33745191,-0.01769354,5.77208146
166,5.37705068,0.01436561,0.03638173,0.04153523,9.33643679,-0.0055995,-0.00728977,-0.01733548,9.89193069
167,6.52169829,-0.02434759,0.02140017,-3.25939284,5.55764468,-0.00302317,-0.0380104,-0.06121215,24.46360105
168,9.83503784,-0.08783981,-0.26075114,4.99476426,3.01480228,-0.00829369,-1.16787008,-0.17688683,14.52807205
169,5.04675026,0.00664243,0.00102782,-2.52892962,4.36709834,-0.00210809,-0.00315133,0.00406152,13.551255
170,4.93593163,0.01402058,-0.00328678,-2.47993615,4.2672893,0.00149634,0.00858709,0.00027362,13.38667497
171,6.36827425,0.08154643,-0.03179048,-3.10118042,5.38032217,0.02473093,0.04117357,-0.1042578,24.35366705
172,5.81145166,0.00430642,-0.01677599,-2.93443977,5.02554475,-0.02214563,0.1057768,-0.01770892,14.17702856
173,10.61532199,0.03183448,0.16865852,5.32072935,3.13775793,0.15635468,0.38987533,-0.08305589,15.33678925
174,6.64425127,-0.01260321,0.0651148,-3.36375078,5.78473316,-0.02042509,0.01693179,-0.00469222,24.10107379
175,10.12496469,-0.05586011,0.02240656,0.00845666,10.13062554,0.05830157,0.02491611,0.01907677,10.11819032
176,4.89335393,0.01632929,0.0067896,-2.46051074,4.22911076,-0.00913907,-0.0187879,0.01857972,13.30998612
177,9.30120033,0.05972344,-0.00020457,0.05095798,9.20621838,-0.00087153,0.00068918,0.00137115,9.23267877
178,9.86403125,0.05726652,0.05035099,0.01000277,9.85809982,0.02955733,-0.02400922,-0.02776935,9.82654775
179,6.58959935,-0.0242419,-0.06688863,-3.38826891,5.66560741,0.0272777,0.03169531,0.03079722,24.42589808
180,5.23563744,-0.05546118,0.03310708,-2.56929862,4.56165666,-0.02399194,-0.09126316,0.02484345,14.31561817
181,10.27920979,0.07861841,-0.06746099,5.05274838,3.10192139,-0.06991286,0.01074923,-0.07897411,14.94485346
182,25.3706041,0.03734717,0.24255234,-0.01184174,6.29436817,0.00404382,-1.38228693,-0.00721226,5.74365458
183,10.19421647,-0.03572952,-0.02247184,0.00578797,8.80427177,-0.02628222,0.08465328,-0.00376798,9.3587398
184,12.33250403,-0.02123785,-0.02798909,0.00580249,3.04723098,0.0077207,-1.37108145,-0.01337932,5.66746673
185,6.65334653,0.01937262,0.00660722,-3.29208646,5.91586217,-0.00393777,-0.0116326,0.18688971,23.70334762
186,10.02641693,0.00157222,0.01616366,-0.00155369,9.99955895,0.01846911,0.02035648,0.02034572,10.0268395
187,5.03873466,-0.01185014,0.00495646,-2.50948041,4.36988094,-0.00271227,-0.0134578,0.00193489,13.58703488
188,9.49055602,-0.04549771,-0.03673555,0.02639836,9.47904819,-0.00046119,-0.02735284,-0.08065609,9.51801946
189,6.64695689,0.01761269,0.02007371,-3.33497947,5.76840567,-0.04011776,0.04225626,0.05589066,24.44500719
190,5.99209355,0.02642327,0.02105193,-2.95885504,5.18459876,-0.01680206,-0.01735918,0.02650421,14.5156617
191,24.31707526,-0.10597086,0.49082479,0.02523145,6.00208795,-0.01148764,-1.49019587,0.01965866,5.55873513
192,10.31226608,-0.14160508,-0.5207686,5.19907148,2.88646536,-0.22003653,-0.73982018,-0.18792938,14.78584606
193,3.45657162,8.119e-05,0.00564282,-1.72811605,2.99360539,-0.00565186,-0.01769097,0.01024336,12.23119886
194,10.01333986,-0.04765648,-0.07235166,0.00956716,8.58725048,0.00678665,0.01282497,-0.01306666,9.23466776
195,5.98768796,0.04583264,0.11363526,-3.00913691,5.32198905,0.12495828,-0.03935439,0.07049314,14.22051136
196,10.69062399,0.04582649,-0.23197419,-0.03006689,9.11436871,-0.0807947,-0.03592922,0.05636761,9.69530433
197,10.46453525,-0.04587423,0.08533513,-0.08526126,8.96941113,0.12455129,-0.03961576,0.01080717,9.64820494
198,9.43456211,0.07243456,-0.11943035,-0.11280186,9.46542873,-0.05827491,0.03589056,0.06469494,9.3983303
199,9.38225342,-0.03366917,-0.0409309,-0.06069052,9.39069548,0.02795191,0.08266775,-0.11828454,9.35165394
200,10.17643966,-0.01705187,0.01327342,0.00223893,10.18707722,0.02404859,-0.00183567,0.01849032,10.18664238
201,5.0946089,0.04945088,0.00401139,-2.59012005,4.38699299,-0.01159197,-0.01228285,0.02776157,13.65514344
202,11.05513882,-0.08364174,0.14371327,0.09805612,9.32880697,0.06239128,-0.0527479,-0.08609222,10.07068043
203,10.20677183,-0.00170223,0.00705733,-0.00238908,10.20616405,0.03836118,-0.0247579,0.0131556,10.2172629
204,6.98235656,-0.0534685,0.13045383,-3.16189246,5.83547357,-0.05357335,-0.01058305,-0.03162636,24.87638759
205,10.42743086,-0.07238678,-0.103804,0.04427057,8.8510335,-0.04234141,0.07444047,0.00084679,9.55204808
206,9.83641708,0.05164041,-0.08075085,0.04916484,9.84551276,0.03768671,-0.08320049,-0.06286028,9.82875967
207,4.95692811,-0.00903434,0.00483915,-2.47050283,4.29737853,-0.00416042,-0.01569334,0.00615776,13.43606519
208,25.22287914,-0.01410007,0.25896905,0.04664473,6.28339332,-0.02126421,-1.45248636,-0.02586265,5.77092111
209,10.41539656,-0.1327582,-0.36566011,5.24768466,2.91027662,-0.14368669,-0.35616913,-0.00388846,14.57932759
210,6.519989,-0.03226037,-0.02494322,-3.23443229,5.61754318,0.03915502,-0.00351539,0.02647969,23.92876432
211,6.30193891,0.01490118,-0.00435819,-3.09429359,5.44861607,0.00228159,0.01371426,0.00105973,24.13891975
212,25.02731057,-0.06748126,0.36027984,0.00464388,6.27048842,-0.00145538,-1.46083003,0.02020491,5.76715486
213,26.44910938,-0.01638145,-0.02343272,0.0044752,6.55504166,-0.00132643,-1.24120129,0.00182275,5.97615451
214,10.48914308,-0.05227243,0.47557388,5.31715612,3.02650097,0.21390332,0.43015702,-0.10536367,14.8722296
215,6.17801336,0.00746578,-0.01714745,-3.10177647,5.34982204,0.01706928,0.06605839,-0.03850627,23.53806409
216,9.42957908,0.05145309,-0.03335979,-0.0403123,9.43454488,-0.01417027,0.07459467,-0.00166359,9.45951117
217,4.96431298,-0.00082285,-0.00239499,-2.48148603,4.29912494,1.527e-05,0.00648986,0.00285803,13.45448835
218,10.4389656,-0.03711578,0.0516718,-0.01210789,8.83936376,0.0931319,0.00528709,-0.06213026,9.52397841
219,5.02059158,0.01363091,-0.00188078,-2.52164072,4.34020728,-0.00134399,0.00517082,0.00586045,13.62237038
220,10.50048984,-0.01984308,-0.05981754,-0.06800784,9.00279189,-0.08359659,0.0006517,-0.00942993,9.66181497
221,9.9535928,0.00544106,0.07512888,-0.05508067,9.95983913,-0.01250795,-0.00588931,-0.00651639,9.90153658
222,6.15974581,-0.01293811,0.0345168,-3.0692737,5.3301064,-0.54839549,0.143246,-0.46928032,14.40079536
223,10.54679396,0.01289452,0.09851674,-0.03377393,9.0090428,-0.05030247,0.14179417,0.06187068,9.68082006
224,9.15044001,0.00126011,-0.00080375,-0.0014012,9.20046207,0.00155485,0.00068589,-0.00123182,9.14789565
225,10.70825351,-0.10422964,-0.08467832,-0.17471367,9.05646028,0.04585563,-0.06565641,0.02785775,9.65829428
226,9.68839426,0.02771981,-0.02826601,0.02779685,9.67694187,0.01542656,-0.02462611,0.01566793,9.70401441
227,4.92383153,0.02072777,0.00254561,-2.47971818,4.25347387,-0.00560752,-0.00775659,0.01492107,13.35343148
228,9.55214942,-0.02763846,-0.02681631,-0.09897946,9.57152799,-0.09058926,0.0344028,0.02279797,9.56413348
229,5.19421706,-0.0201079,-0.02427216,0.01097015,9.0829161,-0.02214727,0.04393885,-0.06604275,9.57246237
230,25.14787929,-0.02005123,0.52075747,0.01014584,6.26906695,-0.01661979,-1.42810631,0.01165419,5.74952819
231,5.98097569,0.00375069,0.00037146,-3.01611151,5.19728588,-0.0520426,0.21776602,-0.11444464,14.80439332
232,5.90762791,-0.04212416,0.01771529,-2.91402357,5.17497006,0.14046017,0.071542,0.05632285,14.15303452
233,9.22459705,0.00534398,-0.04571795,-0.0152189,9.22139887,0.0251732,0.06357473,-0.00357163,9.22319082
234,10.03429849,0.05185829,-0.05752953,-0.05947211,8.65987094,-0.06399758,-0.05784616,0.02516771,9.2649453
