id,relaxation_step_number,lattice_vector_1_x,lattice_vector_1_y,lattice_vector_1_z,lattice_vector_2_x,lattice_vector_2_y,lattice_vector_2_z,lattice_vector_3_x,lattice_vector_3_y,lattice_vector_3_z
5,4,6.64448976,0.00511833,0.00018692,-3.32328056,5.75362542,0.00188079,-0.00059184,-0.00848906,24.27606957
5,5,6.64438504,0.0051567,0.00020982,-3.32324758,5.75359182,0.00187738,-0.00059942,-0.00849517,24.27605999
5,6,6.64444756,0.00518205,0.00020215,-3.32329579,5.75360711,0.00189861,-0.00058884,-0.00849291,24.27604807
6,0,9.97434,-0.099092,-0.173083,5.015687,2.833626,-0.083158,-0.279319,0.052254,14.11625
6,1,9.97449778,-0.09930369,-0.17307452,5.01578119,2.8340486,-0.08296124,-0.27935019,0.05221691,14.11639564
6,2,9.97440075,-0.09909438,-0.17305892,5.01575808,2.83363467,-0.08307678,-0.27933688,0.0522263,14.11635018
7,0,10.233371,0.01309,-0.013157,0.018203,10.239255,-0.002816,-0.023957,0.030848,10.231881
7,1,10.21396229,0.01336174,-0.01435354,0.01717262,10.21799523,-0.00122361,-0.02417034,0.03071558,10.21231848
7,2,10.19548648,0.01111673,-0.01367347,0.01663418,10.197664699999999,-0.0003569,-0.02040396,0.02862221,10.19718149
7,3,10.16710427,0.01959063,-0.01144186,0.00879691,10.17082998,0.00173715,-0.01915642,0.02725986,10.17028015
7,4,10.15966718,0.01435223,-0.01245379,0.01504805,10.15951415,-9.475e-05,-0.01715265,0.02913912,10.16617691
7,5,10.16374309,0.01374095,-0.01109532,0.01350281,10.16526271,-6.581e-05,-0.018405900000000003,0.02760258,10.16939929
7,6,10.16596259,0.013842400000000001,-0.01096129,0.01251106,10.16891296,-0.00091112,-0.01784277,0.02680227,10.16868261
7,7,10.16598646,0.013517500000000002,-0.0102685,0.01244026,10.16922769,-0.00148399,-0.01772196,0.02652162,10.1677838
7,8,10.16571749,0.01372816,-0.01032944,0.01250758,10.16896409,-0.00140774,-0.01817079,0.02665957,10.16768369
7,9,10.16592056,0.01396443,-0.01111754,0.01280958,10.16908236,-0.00140411,-0.01843796,0.026769499999999998,10.16765803
7,10,10.16615741,0.01413114,-0.0114839,0.01298207,10.16944643,-0.00139717,-0.01877896,0.02668323,10.16737499
7,11,10.16635825,0.01426578,-0.01184419,0.01312855,10.16980405,-0.00153585,-0.01920128,0.02649932,10.16684537
8,0,11.592968,0.100845,0.348022,-0.028697,3.295623,0.000716,-1.916232,-0.020148,6.215778
8,1,11.60667127,0.10097199,0.35686099,-0.02824631,3.24313784,0.00075067,-1.91036908,-0.02006294,6.20234254
8,2,11.60415226,0.10095267,0.35628866,-0.028544599999999996,3.27979953,0.00078771,-1.90849302,-0.02004847,6.20745271
8,3,11.60301686,0.10095760000000001,0.36044773,-0.02843335,3.26822739,0.00086084,-1.9022605,-0.01997164,6.20801053
8,4,11.60812105,0.10103053,0.36758511,-0.02831811,3.26024171,0.00099899,-1.89536814,-0.01985328,6.2120963
8,5,11.61639041,0.10116280000000001,0.37909052,-0.02819847,3.24601193,0.0012298,-1.88099316,-0.00983103,6.2279849
8,6,11.61842741,0.10072466,0.37956768,-0.03132718,3.24430709,-0.0031875,-1.87505943,-0.01184363,6.22912849
8,7,11.62130966,0.1012437,0.37545021,-0.02875639,3.24907311,-0.00062384,-1.87626614,-0.01083262,6.22333635
8,8,11.62804441,0.10175042,0.37747727,-0.02873523,3.2462229,-0.00109027,-1.86853781,-0.01018569,6.23040743
8,9,11.63041898,0.10225797,0.37594796,-0.02993466,3.2477501,-0.00380146,-1.87123968,-0.01349245,6.23082037
8,10,11.63382439,0.10298486,0.37535773,-0.03015507,3.24694408,-0.00329171,-1.86977423,-0.01025333,6.23005109
8,11,11.64221027,0.10426094,0.37284748,-0.02756388,3.24567992,-0.00188469,-1.86553165,-0.01046559,6.22906732
8,12,11.65652204,0.10586984,0.36863403,-0.02817017,3.24437048,-0.00198248,-1.86114595,-0.00922221,6.22787142
8,13,11.68399636,0.10820391,0.35992517,-0.0275404,3.24206138,-0.00351861,-1.85379135,-0.00929593,6.22585147
8,14,11.70800643,0.10898856,0.35095019,-0.02776663,3.2395443,-0.00432254,-1.84656572,-0.00999531,6.22186384
8,15,11.7286914,0.10834443,0.34212359,-0.02754384,3.23747695,-0.00457909,-1.84113282,-0.01027378,6.21859807
8,16,11.74173932,0.10665943,0.33558106,-0.02789561,3.23568223,-0.00471751,-1.83732528,-0.00989394,6.21527362
8,17,11.74812702,0.10503102,0.33176796,-0.02826848,3.23487318,-0.00411165,-1.83565502,-0.00943132,6.21353029
8,18,11.75013975,0.10432927,0.33064872,-0.02851571,3.23456746,-0.00421658,-1.83520937,-0.00898184,6.21276062
8,19,11.75082149,0.10422205,0.33027791,-0.02868612,3.23462453,-0.00411336,-1.83481883,-0.00891052,6.21190235
8,20,11.75185399,0.10435167,0.3299187,-0.02874018,3.23475668,-0.00418616,-1.83428804,-0.00890875,6.21083024
8,21,11.75311908,0.10453377,0.32933424,-0.02875712,3.23495451,-0.0041771,-1.83333471,-0.0089598,6.20906124
8,22,11.75411115,0.10467899,0.32883216,-0.0287555,3.23514786,-0.00410586,-1.83238513,-0.00899089,6.20733547
8,23,11.75434371,0.10477931,0.32863161,-0.02871539,3.23530552,-0.00401567,-1.83155134,-0.00897115,6.20585205
8,24,11.7541412,0.10483191,0.32872856,-0.02870684,3.23540668,-0.00391298,-1.83100828,-0.00894019,6.20497142
8,25,11.75373709,0.10486432,0.32898377,-0.02867982,3.2354435,-0.00387558,-1.83065308,-0.00889748,6.20451259
8,26,11.75349654,0.10487591,0.32922631,-0.02868034,3.23545145,-0.00384997,-1.83040068,-0.00888266,6.20430053
8,27,11.75342785,0.10486744,0.32940666,-0.02866989,3.23543897,-0.00385016,-1.83010135,-0.00887119,6.204096099999999
9,0,9.450089,0.056191,-0.091688,-0.004872,9.468071,-0.037099,0.104333,0.056568,9.458061
9,1,9.44860799,0.05619257,-0.09162194,-0.00473876,9.46652551,-0.0370597,0.10428043,0.05659545,9.45653197
9,2,9.44583877,0.05633314,-0.09137225,-0.00435716,9.46355272,-0.03693131,0.1042279,0.05667586,9.45357619
9,3,9.44146171,0.05679391,-0.09064577,-0.00335017,9.4588897,-0.03666713,0.10434410000000001,0.0569283,9.44894078
9,4,9.43635116,0.05734346,-0.08987766,-0.00193247,9.45373894,-0.03638584,0.10455819,0.05718143,9.44374208
9,5,9.42928299,0.05791078,-0.08972114,-0.00037954,9.44670407,-0.03558982,0.10447051,0.05725119,9.43638262
9,6,9.41729164,0.05950936,-0.08902673,0.00083219,9.4341953,-0.03402347,0.10547553,0.05820735,9.42386419
9,7,9.41271746,0.05779967,-0.09194723,-0.00060932,9.43119353,-0.03262785,0.10323608,0.05599706,9.4192534
9,8,9.41467221,0.05901759,-0.08999709,5.034e-05,9.43267763,-0.03262791,0.10457919,0.05760521,9.4216341
9,9,9.41251842,0.05873705,-0.09033965,-0.00049477,9.43059451,-0.03347991,0.10470784,0.05753273,9.41836064
9,10,9.41186237,0.05874658,-0.09043267,-0.00045099999999999996,9.43092087,-0.03222836,0.10428524,0.05752643,9.41884289
9,11,9.41282178,0.05865277,-0.09038604,-0.00078636,9.43169775,-0.03218976,0.10440167,0.05773378,9.41943964
9,12,9.41266948,0.0585472,-0.09035355,-0.00046363,9.43188057,-0.03258088,0.10446019,0.05757339,9.4191993
9,13,9.41217058,0.05854846,-0.09047074,-0.00057392,9.43175279,-0.03271847,0.10440534,0.05751973,9.41869632
9,14,9.41209166,0.05841682,-0.0905233,-0.00074149,9.43183395,-0.03259411,0.10431163,0.05769911,9.41856499
9,15,9.41211973,0.05822597,-0.0904532,-0.00073466,9.43229376,-0.03268227,0.10436376,0.05743615,9.41849992
9,16,9.41201502,0.05817723,-0.09054346,-0.00074711,9.43242865,-0.03271349,0.10428254,0.05753869999999999,9.41835758
9,17,9.41183286,0.05811198,-0.09059517,-0.00094207,9.43245964,-0.03282706,0.10421317,0.05748124,9.41806559
9,18,9.41175597,0.05804349,-0.09053415,-0.00086923,9.43251292,-0.03281025,0.10419972,0.05740508,9.41804645
10,0,6.263826,-0.011727,-0.012905,-3.132269,5.425172,0.009577,0.041431,-0.012212,23.754178
10,1,6.26413871,-0.01206496,-0.01271599,-3.13244714,5.42516815,0.00949983,0.04153036,-0.01221764,23.75348531
10,2,6.26398424,-0.0118446,-0.01261704,-3.13222202,5.42507388,0.00954652,0.04160078,-0.01223424,23.75410301
10,3,6.2638924000000005,-0.01164744,-0.012407399999999999,-3.13206005,5.42493557,0.00957045,0.04164187,-0.01222622,23.75537423
10,4,6.26393842,-0.01169724,-0.01226051,-3.1320745999999997,5.42487195,0.00953254,0.04173199,-0.0122762,23.75536783
10,5,6.26399479,-0.01171628,-0.01220874,-3.13206302,5.42484258,0.00949855,0.04175892,-0.01229287,23.75543574
11,0,9.82902429,0.5338203,0.14539132,-2.67434378,4.11549932,-0.00707026,-0.20413918,-0.11100983,13.33133154
12,0,6.247329,0.010649,-0.017603,-3.130925,5.410901,0.021132,0.067697,-0.052243,23.568581
12,1,6.22581742,0.00903795,-0.01386357,-3.12073246,5.39197024,0.01621407,0.07238938,-0.05252224,23.62453974
12,2,6.20020838,0.00389829,-0.00598088,-3.11170081,5.37558691,0.00609854,0.07844169,-0.05007523,23.7018272
12,3,6.20480372,0.00379396,-0.00931026,-3.11563552,5.38031046,0.0112973,0.07597283,-0.04939444,23.66072981
12,4,6.20260305,0.00468478,-0.01013473,-3.11410351,5.38096181,0.01321291,0.07538521,-0.04853762,23.66350193
12,5,6.20421742,0.00579477,-0.01384425,-3.11218629,5.38209798,0.01764603,0.07322411,-0.04837586,23.6555137
12,6,6.20598118,0.00711916,-0.01579946,-3.11247213,5.38325944,0.01938169,0.07154556,-0.04832945,23.63798193
12,7,6.20646369,0.0070815,-0.01609704,-3.11224074,5.38318133,0.01870011,0.07124832,-0.04834115,23.63570404
12,8,6.20613866,0.00680739,-0.01654031,-3.1119725,5.38295726,0.01859412,0.07102488,-0.04824557,23.63877342
12,9,6.2062429,0.00694085,-0.016884299999999998,-3.11171717,5.38250928,0.01879251,0.07066774,-0.04810569,23.64085723
12,10,6.2067554000000005,0.00692157,-0.01746395,-3.1113096000000002,5.38219499,0.01898427,0.07016548,-0.04798521,23.64119329
12,11,6.20705981,0.00682943,-0.01760927,-3.11127691,5.38205309,0.01903325,0.07000346,-0.04800653,23.64036707
12,12,6.20723849,0.00677435,-0.01773313,-3.11120887,5.38179813,0.01912367,0.06988741,-0.04802453,23.63975717
12,13,6.2074907999999995,0.00662268,-0.01792425,-3.11093982,5.38153503,0.01943724,0.06973907,-0.04794372,23.63949655
12,14,6.20784632,0.0067,-0.01818925,-3.11070037,5.38126096,0.01978914,0.06953651,-0.04782954,23.63923814
12,15,6.20804514,0.00672613,-0.01842077,-3.11045632,5.38113934,0.02001744,0.06939339,-0.04779346,23.639256600000003
12,16,6.20805576,0.00676021,-0.01836828,-3.11028662,5.3810245000000005,0.02006622,0.06936868,-0.04777597,23.63956981
12,17,6.20810553,0.00679528,-0.01834449,-3.11021665,5.38096746,0.02003543,0.06934983,-0.04776809,23.63960186
13,0,4.92529208,-0.01665797,0.01513341,0.01725708,8.4808747,-0.00671124,0.01345094,0.00220377,9.09418484
14,0,9.35416746,0.0,0.0,0.0,9.35224701,0.0,0.0,0.0,9.35526153
15,0,6.843484,-0.200157,0.009737,-3.460847,5.814703,-0.059089,0.001258,0.048958,24.379888
15,1,6.84215317,-0.20112444,0.01006959,-3.46108351,5.81298284,-0.058865,0.00117737,0.04910194,24.3807453
15,2,6.84330013,-0.20027632,0.00993877,-3.46079351,5.81442829,-0.05893839,0.00119525,0.04900207,24.3807574
15,3,6.84313284,-0.20072543,0.00925193,-3.46145401,5.81418322,-0.05892794,0.0011511,0.04894258,24.3815702
15,4,6.84323754,-0.20044263,0.00986086,-3.46072273,5.81363499,-0.05858473,0.00115825,0.04890446,24.38239414
15,5,6.84256477,-0.20087837,0.01049245,-3.46081619,5.8146627,-0.05856318,0.0010857000000000002,0.04867214,24.38332393
15,6,6.84325622,-0.20064433,0.0097272,-3.46119208,5.81406475,-0.05872666,0.00110282,0.04881738,24.38297708
15,7,6.84265535,-0.20067641,0.00944462,-3.46090844,5.814244599999999,-0.05856602,0.00103122,0.04871748,24.38347129
15,8,6.84299403,-0.20095358,0.00988609,-3.46111465,5.81407552,-0.05857666,0.00103543,0.04869569,24.38371921
15,9,6.84293968,-0.20062449,0.00992035,-3.46133863,5.81389189,-0.05872159,0.00097122,0.04857619999999999,24.38457359
15,10,6.84295859,-0.20098543,0.00967148,-3.46123903,5.81379403,-0.05829264,0.00076811,0.0484277,24.38607174
15,11,6.84266621,-0.20124989,0.0096871,-3.46122302,5.81365992,-0.05849978,0.0005715,0.04833882,24.38725543
15,12,6.84255391,-0.20108497,0.0097803,-3.46149486,5.8135512,-0.05817166,0.00048636,0.04827138,24.38775596
15,13,6.84267908,-0.20109142,0.00973157,-3.46136691,5.81341655,-0.05834742,0.00034934,0.04811229,24.38834529
15,14,6.84262084,-0.20114852,0.00984754,-3.46132474,5.8134308,-0.05849768,0.0001207,0.04812651,24.38945887
15,15,6.84246765,-0.20126169,0.01001239,-3.46132751,5.81329996,-0.05859331,-0.00036046,0.04780544,24.39167408
15,16,6.84238169,-0.20128175,0.01012385,-3.46137449,5.81319575,-0.05860659,-0.00074911,0.04779324,24.39347987
15,17,6.84233348,-0.20122369,0.01034485,-3.46141442,5.81309219,-0.05862058,-0.00130572,0.04753701,24.39563182
15,18,6.84232701,-0.20110423,0.01055238,-3.46135052,5.81295897,-0.05866977,-0.0018608000000000001,0.047399199999999996,24.39756313
15,19,6.84230667,-0.20093665,0.01080272,-3.46122709,5.81287052,-0.05880757,-0.00242785,0.04715739,24.39898966
15,20,6.84221662,-0.20074723,0.01105803,-3.46104603,5.81277348,-0.05899749,-0.00301945,0.04692851,24.40020353
15,21,6.84202104,-0.20059381,0.01130197,-3.46085552,5.81268061,-0.059208300000000005,-0.00359687,0.04666674,24.40123806
15,22,6.84179058,-0.2004329,0.01149649,-3.46069421,5.81258497,-0.05938336,-0.00412669,0.04642084,24.40213729
15,23,6.84155088,-0.20033053,0.01162347,-3.46054521,5.81250504,-0.05949303,-0.00454447,0.04622856,24.40287279
16,0,25.556473,0.066438,0.059391,-0.007792,6.394037,0.016828,-1.273793,-0.01938,5.802376
16,1,25.52793759,0.06462124,0.0610026,-0.01112475,6.36748853,0.01850327,-1.30445806,-0.01965375,5.79159359
16,2,25.492610100000004,0.06315969,0.07860015,-0.01162291,6.36222494,0.0166617,-1.31355454,-0.01957983,5.78399402
16,3,25.48603978,0.06342284,0.08381555,-0.01161378,6.3577713,0.01605595,-1.31592243,-0.019662400000000003,5.77907001
16,4,25.49382867,0.06401443,0.08314154,-0.01156875,6.35408023,0.0158058,-1.31271072,-0.019924,5.77656892
16,5,25.50200366,0.06477345,0.08178612,-0.01154381,6.35168832,0.01561938,-1.30774045,-0.0204803,5.77590875
16,6,25.50272327,0.06514935,0.08334781,-0.01238311,6.35074466,0.01424448,-1.30322795,-0.02137537,5.77642852
16,7,25.49897813,0.06531366,0.08594669,-0.012451899999999998,6.35057581,0.01392221,-1.30013419,-0.02195455,5.77698297
16,8,25.49581244,0.06531622,0.08798441,-0.01250903,6.34990838,0.01376915,-1.29894582,-0.02225832,5.77722403
16,9,25.494374800000003,0.06541111,0.088875,-0.01225366,6.34959603,0.01360722,-1.29837442,-0.02254611,5.77719138
16,10,25.49459073,0.06548439,0.08885760000000001,-0.012069499999999999,6.34922606,0.01353731,-1.29826672,-0.02280176,5.77707117
16,11,25.49508471,0.06562436,0.08858557,-0.01179421,6.34910615,0.01332724,-1.29802235,-0.02314085,5.777006500000001
16,12,25.49556907,0.06572657,0.0882753,-0.01160211,6.34898246,0.01315298,-1.29788389,-0.02346426,5.77700295
16,13,25.49565245,0.06584494,0.08812229,-0.0113558,6.34895398,0.01289632,-1.29770528,-0.02381882,5.77705203
16,14,25.495524600000003,0.065937,0.08808848,-0.01114292,6.34890882,0.01268367,-1.29760696,-0.02413405,5.77712261
16,15,25.49531938,0.06603171,0.08813499,-0.01091976,6.34888807,0.01248226,-1.29753337,-0.02440791,5.77719234
17,0,6.050621,0.010469,-0.029552,-3.095554,5.267455,0.045962,-0.064012,-0.252915,24.537368
17,1,6.05058742,0.01042259,-0.02951375,-3.09545112,5.26754876,0.04599097,-0.06387932,-0.25294645,24.53733087
17,2,6.05024555,0.01015228,-0.02885537,-3.09462632,5.26815943,0.04556923,-0.06336425,-0.25256744,24.53646157
17,3,6.05007561,0.01029806,-0.02870185,-3.0945492999999997,5.26820587,0.04555433,-0.06349818,-0.25239512,24.53646457
17,4,6.04975628,0.01086155,-0.02829848,-3.09455814,5.26809129,0.04543474,-0.06402274,-0.25169739,24.53631108
17,5,6.04975623,0.01111911,-0.02824122,-3.09468414,5.26793714,0.04550834,-0.06419022,-0.25143805,24.53624712
17,6,6.04985984,0.01132932,-0.02820615,-3.09480395,5.26774213,0.04558373,-0.06428716,-0.25120689,24.53593208
17,7,6.04996231,0.01137806,-0.02819602,-3.0948287999999997,5.26765755,0.04562884,-0.06424544,-0.25116289999999997,24.53563126
17,8,6.05009464,0.01137217,-0.02818989,-3.0947934,5.26761399,0.04565146,-0.06406475,-0.25122159,24.53501088
17,9,6.05006993,0.01130592,-0.02815111,-3.09472277,5.26764447,0.04559418,-0.06402381,-0.25136607,24.53515443
17,10,6.05000993,0.01124778,-0.02810977,-3.09464184,5.26767838,0.04548561,-0.06393193,-0.25165571,24.53536982
17,11,6.05000424,0.01129039,-0.02812511,-3.09468282,5.26764766,0.04545629,-0.06385059,-0.25174222,24.53540928
18,0,26.522094,0.01975,-0.025299,-0.003995,6.60129,0.000722,-1.262746,-0.002073,6.014702
18,1,26.52192007,0.01976864,-0.02528896,-0.00397485,6.60115517,0.00071561,-1.26262944,-0.00209317,6.01439469
18,2,26.5218586,0.019787799999999998,-0.02526085,-0.00395152,6.60139256,0.00069155,-1.26253942,-0.00210925,6.014801599999999
18,3,26.52203313,0.01980102,-0.02524861,-0.00391672,6.60099629,0.00067496,-1.26258406,-0.00209085,6.01498302
18,4,26.5220124,0.0197982,-0.02526097,-0.00392855,6.60126794,0.00067772,-1.2625795,-0.00209763,6.0147054
18,5,26.521939500000002,0.01981326,-0.025271400000000003,-0.00390715,6.60118907,0.00067059,-1.26251942,-0.00211699,6.01477805
18,6,26.52196086,0.0198329,-0.02526457,-0.00383574,6.60121192,0.00063176,-1.26247682,-0.0021204,6.01484782
19,0,5.089707,0.044222,0.006675,-2.583024,4.385567,-0.014463,-0.018679,0.034056,13.726827
19,1,5.09031372,0.04459167,0.00666585,-2.5830822,4.386237,-0.01444501,-0.01866918,0.03403352,13.72705089
19,2,5.0898634000000005,0.04431235,0.00668019,-2.58305539,4.38574453,-0.01445706,-0.01864621,0.03403024,13.72698261
20,0,12.92877138,0.01888282,0.01134744,-0.00425986,3.23021339,-0.0098103,-1.08641615,0.01353116,5.93534675
21,0,11.05135305,0.05101616,0.10215589,-0.01561963,9.29814557,0.08495046,-0.12553534,-0.02568191,10.01333436
22,0,4.91673,0.01828,-0.000853,-2.474362,4.248653,-0.001511,0.000126,0.007408,13.32964
22,1,4.91708011,0.01849364,-0.00084228,-2.47431306,4.24894547,-0.00151335,0.00013904,0.00740883,13.32978614
22,2,4.91680606,0.01834266,-0.00084174,-2.47434507,4.24871026,-0.00152227,0.00014524,0.00740721,13.32973719
23,0,5.053117,-0.020264,0.012938,-2.509525,4.386711,-0.011723,-0.035253,0.018785,13.807224
23,1,5.05368501,-0.01988759,0.01290691,-2.50954228,4.38735214,-0.01171239,-0.0352458,0.01876557,13.80736259
23,2,5.05327584,-0.0201514,0.01289145,-2.50956494,4.3868387,-0.01170895,-0.03524582,0.01875197,13.8073435
24,0,6.506024,0.002071,-0.028494,-3.238094,5.671993,0.040503,-0.086544,-0.01144,24.69313
24,1,6.50604039,0.00204639,-0.02850551,-3.23811135,5.67197957,0.04059607,-0.08658273,-0.01143982,24.6933171
24,2,6.50611061,0.0019084,-0.02853476,-3.23818117,5.67188209,0.04107818,-0.08669757,-0.01146222,24.69410839
24,3,6.5061269,0.00188981,-0.02852389,-3.23821801,5.67187145,0.04121228,-0.08673148,-0.01143482,24.69429509
24,4,6.50616947,0.00179508,-0.02856618,-3.2383783,5.671884099999999,0.04152629,-0.08676949,-0.01139959,24.69472512
25,0,4.93668,0.014955,0.010709,-2.481265,4.267477,-0.013399,-0.027293,0.024604,13.406624
25,1,4.91670935,0.01518069,0.00820035,-2.46840282,4.24928277,-0.01258013,-0.0314897,0.02602497,13.39799538
25,2,4.9150637999999995,0.01451502,0.00920106,-2.46908942,4.24767882,-0.01327202,-0.03091883,0.02588864,13.39695923
25,3,4.91489886,0.01433388,0.00969406,-2.46964848,4.24764079,-0.01363333,-0.03042542,0.02581325,13.39692565
25,4,4.91474086,0.01440583,0.0100932,-2.46995276,4.24776308,-0.01394989,-0.03007301,0.02578994,13.39695611
25,5,4.91459897,0.01460691,0.01025202,-2.4699407000000004,4.24785643,-0.01408072,-0.03000339,0.02581005,13.39702149
25,6,4.91442095,0.01483655,0.01038261,-2.4698731,4.24791327,-0.01416046,-0.02998996,0.02584251,13.39716385
26,0,4.991622,-0.006246,-0.047468,0.060868,8.701239,-0.057379,0.025624,0.074983,9.13401
26,1,4.96928599,-0.00381704,-0.04686979,0.06168915,8.68856671,-0.05173895,0.025237799999999998,0.07390973,9.12975864
26,2,4.96759678,-0.00268277,-0.05074294,0.05910895,8.66205564,-0.04705389,0.0233639,0.07157507,9.12701305
26,3,4.9636884000000006,-0.00177559,-0.05184077,0.05872451,8.66596682,-0.05142063,0.02341617,0.07229205,9.12641076
26,4,4.96108609,-0.00177329,-0.05098808,0.05972755,8.67940886,-0.05652018,0.02512626,0.07457724,9.12682964
26,5,4.96017117,-0.00160546,-0.049929900000000006,0.059986000000000005,8.68129775,-0.05700274,0.02618398,0.07454953,9.12683299
26,6,4.96006707,-0.00097835,-0.04937734,0.06009827,8.68039724,-0.0554767,0.026919400000000003,0.0746092,9.12736115
26,7,4.96061298,-0.00056028,-0.0495654,0.05997746,8.67799874,-0.05396759,0.02666959,0.07454205,9.12774775
26,8,4.96108723,-0.00025299,-0.04995421,0.0598696,8.676120800000001,-0.05289592,0.02634285,0.07460192,9.12792043
26,9,4.96118161,-0.00011367,-0.05004686,0.05985705,8.67559142,-0.05254607,0.02617767,0.0747292,9.12791766
26,10,4.96103939,-1.348e-05,-0.04995188,0.05990717,8.67581724,-0.05244841,0.02616992,0.07494346,9.12784157
26,11,4.96081326,4.729e-05,-0.04970066,0.06000515,8.67638019,-0.05241299,0.02624464,0.07514698,9.12780028
26,12,4.9606213,0.00012953,-0.04937638,0.06008233,8.67691291,-0.05225138,0.02635698,0.07538291,9.12783339
26,13,4.96057466,0.00021246,-0.04911673,0.06014649,8.67708412,-0.05193767,0.02640664,0.07556188,9.12794446
26,14,4.96064384,0.00030074,-0.04894654,0.06018521,8.67697048,-0.05152624,0.02640506,0.07571791,9.12807435
26,15,4.9607566,0.00036691,-0.04885509,0.06020933,8.67674162,-0.0511652,0.026364299999999997,0.0758332,9.12815362
27,0,6.038296,0.001661,-0.044544,-2.953272,5.242532,-0.016586,0.02611,0.113566,14.481298
27,1,6.03695484,0.0015119,-0.04359354,-2.95302047,5.24155537,-0.01749589,0.02624029,0.11366115,14.48358025
