id,relaxation_step_number,xx,yy,zz,xy,xz,yz,pressure
4,1,0.00014694,0.00025073,-0.00007551,0.00005114,-0.00013272,0.00002768,-0.00010739
4,2,-0.00008132,-0.00002253,-0.00019314,-0.00000846,-0.00013528,0.00003779,0.00009900
5,0,0.00003877,0.00002686,0.00003515,0.00001781,0.00000094,-0.00000351,-0.00003359
5,1,-0.00005587,-0.00008870,-0.00001921,-0.00005795,0.00000834,-0.00000289,0.00005459
5,2,0.00002495,0.00002191,0.00002831,0.00000512,0.00000503,-0.00000260,-0.00002506
5,3,-0.00003111,-0.00006400,-0.00001020,0.00000764,0.00000014,-0.00000267,0.00003511
5,4,0.00002394,-0.00000412,0.00002004,-0.00000019,0.00000189,-0.00000370,-0.00001329
5,5,-0.00001205,-0.00001607,0.00000651,0.00000698,0.00000358,-0.00000299,0.00000721
5,6,0.00000891,-0.00000083,0.00001604,0.00000311,0.00000325,-0.00000123,-0.00000804
6,0,-0.00003060,-0.00003785,-0.00033198,0.00003153,0.00002430,0.00004583,0.00013347
6,1,0.00016522,0.00046465,-0.00015843,0.00001573,-0.00001236,0.00010551,-0.00015715
6,2,0.00000104,0.00000005,-0.00028675,0.00004218,0.00002350,0.00006038,0.00009522
7,0,0.01759936,0.01766182,0.01755806,0.00003169,-0.00004711,0.00002752,-0.01760641
7,1,0.01244586,0.01233361,0.01236820,-0.00004907,-0.00005905,0.00009778,-0.01238256
7,2,0.00775468,0.00757348,0.00798605,-0.00018329,-0.00004393,0.00008973,-0.00777140
7,3,0.00043923,0.00053538,0.00078886,0.00005712,0.00005123,0.00024592,-0.00058783
7,4,-0.00161645,-0.00188219,-0.00105049,0.00007803,0.00014095,0.00020736,0.00151638
7,5,-0.00043456,-0.00056207,0.00011632,-0.00003701,0.00010422,0.00013719,0.00029344
7,6,0.00006834,0.00002862,0.00039130,-0.00008245,0.00013900,0.00008503,-0.00016275
7,7,-0.00000541,-0.00002642,0.00025363,-0.00007951,0.00018621,0.00005554,-0.00007394
7,8,-0.00008318,-0.00010056,0.00020872,-0.00007026,0.00020174,0.00004718,-0.00000832
7,9,-0.00008363,-0.00010146,0.00020878,-0.00007028,0.00020122,0.00004742,-0.00000790
7,10,-0.00005275,-0.00008739,0.00022527,-0.00005909,0.00016957,0.00004598,-0.00002838
7,11,-0.00002870,-0.00005265,0.00020772,-0.00004852,0.00014556,0.00004889,-0.00004212
7,12,-0.00002817,-0.00005243,0.00020783,-0.00004762,0.00014424,0.00004805,-0.00004241
7,13,-0.00001853,-0.00003429,0.00016252,-0.00004058,0.00012120,0.00003833,-0.00003656
8,0,-0.00815754,0.01806325,-0.00108022,-0.00024998,-0.00208217,-0.00006726,-0.00294183
8,1,-0.01457055,-0.02007859,-0.01228249,0.00002928,-0.00552042,-0.00010682,0.01564388
8,2,-0.00715982,0.00846544,-0.00425048,-0.00014740,-0.00283102,-0.00006458,0.00098162
8,3,-0.00885085,0.00242070,-0.00568077,-0.00010476,-0.00389552,-0.00006831,0.00403697
8,4,-0.00842106,0.00027771,-0.00553685,-0.00006910,-0.00395536,-0.00005462,0.00456006
8,5,-0.00842843,0.00027046,-0.00552876,-0.00006907,-0.00396110,-0.00005471,0.00456224
8,6,-0.00890414,-0.00278909,-0.00234602,0.00036790,-0.00332030,0.00088747,0.00467975
8,7,-0.00956872,-0.00255413,-0.00127654,-0.00037432,-0.00243933,-0.00057257,0.00446646
8,8,-0.00882326,-0.00094987,-0.00132034,0.00009583,-0.00112508,0.00018900,0.00369783
8,9,-0.00878351,-0.00067015,0.00085849,0.00000997,-0.00048373,0.00030874,0.00286506
8,10,-0.00779070,0.00032043,0.00085572,-0.00012303,-0.00067500,-0.00095236,0.00220485
8,11,-0.00745769,0.00015889,0.00063690,-0.00037650,-0.00061229,0.00007790,0.00222063
8,12,-0.00702864,-0.00025428,0.00074323,0.00018868,-0.00019613,0.00032982,0.00217990
8,13,-0.00567410,-0.00019811,0.00100916,-0.00007392,0.00027035,0.00068753,0.00162102
8,14,-0.00295855,0.00030332,0.00152708,-0.00003986,0.00063013,0.00046871,0.00037605
8,15,-0.00125768,-0.00016066,0.00156734,-0.00005152,0.00064160,0.00006906,-0.00004966
8,16,0.00015388,-0.00003683,0.00173630,0.00007414,0.00027962,-0.00016673,-0.00061778
8,17,0.00043651,-0.00049523,0.00154873,0.00007486,-0.00010321,-0.00020509,-0.00049667
8,18,0.00040522,-0.00040252,0.00147989,0.00006608,-0.00038080,-0.00007564,-0.00049420
8,19,0.00027232,-0.00037176,0.00136401,0.00001964,-0.00035828,0.00000622,-0.00042153
8,20,0.00021495,-0.00029236,0.00119183,-0.00000639,-0.00029871,0.00002793,-0.00037148
8,21,0.00027097,-0.00017900,0.00101504,-0.00001605,-0.00020598,0.00000553,-0.00036900
8,22,0.00033260,-0.00011095,0.00074335,-0.00001141,-0.00014837,-0.00002509,-0.00032167
8,23,0.00037559,-0.00004157,0.00050427,-0.00000420,-0.00011978,-0.00004027,-0.00027943
8,24,0.00032915,-0.00002023,0.00029050,0.00000504,-0.00011924,-0.00003171,-0.00019981
8,25,0.00025136,0.00000513,0.00016523,0.00000386,-0.00011269,-0.00001358,-0.00014057
8,26,0.00015523,0.00000831,0.00008791,0.00000333,-0.00010485,0.00000193,-0.00008382
8,27,0.00009207,0.00001773,0.00004898,-0.00000009,-0.00008963,0.00000643,-0.00005293
8,28,0.00004757,0.00001498,0.00001132,0.00000069,-0.00007577,0.00000441,-0.00002462
9,0,0.01410874,0.01408334,0.01418652,-0.00011052,0.00008309,-0.00001094,-0.01412620
9,1,0.01354810,0.01351693,0.01362279,-0.00010856,0.00007739,-0.00002366,-0.01356261
9,2,0.01248195,0.01241765,0.01252961,-0.00008629,0.00008212,-0.00003849,-0.01247641
9,3,0.01079618,0.01065746,0.01080347,-0.00000436,0.00013247,-0.00004164,-0.01075237
9,4,0.00888890,0.00865891,0.00889273,0.00009090,0.00018701,-0.00004395,-0.00881351
9,5,0.00627528,0.00590599,0.00625498,0.00016068,0.00017026,-0.00005249,-0.00614542
9,6,0.00173648,0.00109132,0.00163732,0.00026032,0.00023032,-0.00000978,-0.00148837
9,7,0.00010852,-0.00015317,0.00017104,-0.00003544,-0.00024703,-0.00011191,-0.00004213
9,8,0.00086077,0.00039453,0.00089278,0.00014476,0.00006090,0.00003292,-0.00071603
9,9,-0.00002115,-0.00043784,-0.00013990,0.00000381,-0.00001174,-0.00008284,0.00019963
9,10,-0.00009073,-0.00034109,-0.00002139,0.00007200,-0.00003199,0.00002668,0.00015107
9,11,0.00023460,-0.00008930,0.00025549,0.00005701,0.00001106,0.00007019,-0.00013360
9,12,0.00019645,-0.00004255,0.00020038,0.00004204,0.00000654,0.00002602,-0.00011809
9,13,0.00005887,-0.00012670,0.00005868,0.00005479,-0.00000062,0.00001250,0.00000305
9,14,0.00004351,-0.00012364,0.00004629,0.00002904,-0.00000785,0.00004209,0.00001128
9,15,0.00008358,-0.00001883,0.00008172,0.00001981,0.00001684,0.00002762,-0.00004882
9,16,0.00006788,-0.00001298,0.00006502,0.00001437,0.00000740,0.00004226,-0.00003997
9,17,0.00002712,-0.00003719,0.00000175,0.00000324,0.00000079,0.00003020,0.00000277
9,18,0.00001297,-0.00003425,0.00000448,0.00000420,0.00000229,0.00002848,0.00000560
10,0,-0.00005815,0.00006031,-0.00003179,-0.00004620,-0.00010714,0.00000083,0.00000988
10,1,0.00000693,0.00002020,-0.00008615,-0.00005859,-0.00008543,0.00000361,0.00001967
10,2,-0.00003630,0.00002609,-0.00005476,-0.00002096,-0.00007124,0.00001445,0.00002166
10,3,-0.00004481,0.00004041,0.00001839,0.00000333,-0.00004636,0.00002920,-0.00000466
10,4,-0.00004901,0.00001456,0.00000515,0.00000632,-0.00002727,0.00003185,0.00000977
10,5,-0.00003499,0.00001371,0.00000554,0.00001090,-0.00002001,0.00003024,0.00000525
11,0,0.00001964,-0.00000890,-0.00002350,0.00002859,0.00003120,-0.00003413,0.00000425
12,0,0.01819138,0.01793505,0.00158833,0.00005790,0.00000353,0.00003652,-0.01257159
12,1,0.00786822,0.00773747,0.00197486,-0.00144848,0.00055170,-0.00030293,-0.00586018
12,2,-0.00352310,-0.00261545,0.00413740,-0.00224698,0.00158886,-0.00107104,0.00066705
12,3,-0.00128814,-0.00106861,0.00147129,-0.00179701,0.00118107,-0.00059592,0.00029515
12,4,-0.00156862,-0.00087645,0.00157538,-0.00139307,0.00106968,-0.00038835,0.00028990
12,5,-0.00060495,-0.00017736,0.00114596,-0.00053215,0.00058924,-0.00003688,-0.00012122
12,6,-0.00000096,0.00036534,-0.00006987,-0.00017800,0.00032854,0.00007842,-0.00009817
12,7,0.00004856,0.00038012,-0.00023732,-0.00015329,0.00028665,-0.00003603,-0.00006379
12,8,-0.00016232,0.00033357,-0.00002301,-0.00024565,0.00023051,-0.00007820,-0.00004942
12,9,-0.00015555,0.00025610,0.00012722,-0.00021713,0.00018248,-0.00006596,-0.00007592
12,10,-0.00003120,0.00023552,0.00016412,-0.00013970,0.00010674,-0.00007024,-0.00012281
12,11,-0.00001156,0.00021275,0.00010510,-0.00013238,0.00008563,-0.00007505,-0.00010210
12,12,-0.00005447,0.00014261,0.00004408,-0.00014079,0.00006800,-0.00007327,-0.00004407
12,13,-0.00007522,0.00007539,0.00001247,-0.00013286,0.00004188,-0.00004363,-0.00000422
12,14,-0.00001319,0.00005058,-0.00000178,-0.00009793,0.00000624,-0.00001190,-0.00001187
12,15,0.00002006,0.00005543,0.00000848,-0.00007339,-0.00002431,0.00000319,-0.00002799
12,16,0.00000697,0.00002523,0.00002858,-0.00006444,-0.00002031,0.00001292,-0.00002026
12,17,0.00001686,0.00001838,0.00003368,-0.00005428,-0.00001720,0.00001131,-0.00002298
13,0,0.00003560,-0.00004380,0.00004186,0.00001143,0.00000403,-0.00000937,-0.00001122
14,0,-0.00005742,-0.00013321,0.00016684,-0.00005539,-0.00000817,-0.00001425,0.00000793
15,0,0.00007732,0.00017231,-0.00072615,0.00007215,0.00004415,-0.00004931,0.00015884
15,1,-0.00053965,-0.00064417,-0.00098685,-0.00012610,0.00002030,0.00000815,0.00072356
15,2,0.00003066,0.00010418,-0.00070033,0.00006370,0.00004532,-0.00001955,0.00018850
15,3,-0.00005151,-0.00000169,-0.00064371,-0.00005255,-0.00001875,-0.00004442,0.00023231
15,4,0.00001962,-0.00005690,-0.00058070,0.00009405,0.00002823,0.00002526,0.00020599
15,5,-0.00003297,0.00018343,-0.00051692,0.00002229,0.00005511,0.00005222,0.00012215
15,6,0.00007389,0.00006849,-0.00053976,0.00002347,0.00001831,0.00000438,0.00013246
15,7,-0.00005517,0.00009748,-0.00054289,0.00002545,-0.00000323,-0.00000295,0.00016686
15,8,0.00002603,0.00002369,-0.00054903,0.00000276,0.00003215,0.00002358,0.00016644
15,9,0.00004630,0.00006839,-0.00051647,0.00000819,0.00003475,0.00000838,0.00013393
15,10,0.00009788,0.00005364,-0.00046811,0.00000502,0.00001977,0.00003787,0.00010553
15,11,0.00004220,-0.00000604,-0.00046292,-0.00001963,0.00001336,0.00001816,0.00014225
15,12,0.00000755,-0.00000891,-0.00046105,-0.00004389,0.00002129,0.00005220,0.00015414
15,13,0.00003474,-0.00003250,-0.00044974,-0.00002425,0.00001299,0.00002916,0.00014917
15,14,0.00004662,-0.00001238,-0.00041567,-0.00002318,0.00000959,0.00002310,0.00012714
15,15,0.00003765,-0.00002870,-0.00035089,-0.00003542,0.00000305,0.00001708,0.00011398
15,16,0.00004540,-0.00003149,-0.00028994,-0.00004665,-0.00000111,0.00002598,0.00009201
15,17,0.00007524,-0.00001301,-0.00020394,-0.00005687,-0.00000026,0.00003454,0.00004724
15,18,0.00011913,0.00000687,-0.00012091,-0.00005926,0.00000098,0.00004148,-0.00000170
15,19,0.00015184,0.00003540,-0.00006419,-0.00006067,0.00000546,0.00003715,-0.00004102
15,20,0.00016320,0.00005689,-0.00002611,-0.00006062,0.00000885,0.00002662,-0.00006466
15,21,0.00013924,0.00005832,-0.00000907,-0.00006231,0.00001144,0.00001300,-0.00006283
15,22,0.00010543,0.00005036,0.00000067,-0.00006101,0.00001334,0.00000101,-0.00005215
15,23,0.00006854,0.00002924,0.00000694,-0.00005706,0.00001436,-0.00000528,-0.00003491
16,0,0.01356551,0.02111242,0.01448928,0.00003321,0.00161736,0.00007515,-0.01638907
16,1,0.00652630,0.00903144,0.00603904,-0.00034215,-0.00106217,0.00028803,-0.00719893
16,2,0.00267996,0.00476040,0.00225347,-0.00034773,-0.00153787,0.00026020,-0.00323128
16,3,0.00089804,0.00216769,0.00050544,-0.00023604,-0.00151914,0.00022601,-0.00119039
16,4,0.00036434,0.00082337,-0.00000389,-0.00013593,-0.00109629,0.00019199,-0.00039461
16,5,0.00039364,0.00035842,0.00001237,-0.00006822,-0.00059059,0.00015972,-0.00025481
16,6,0.00043776,0.00036513,0.00016245,-0.00013772,-0.00018246,0.00004620,-0.00032178
16,7,0.00036601,0.00044847,0.00021157,-0.00014730,0.00000060,0.00004418,-0.00034202
16,8,0.00017702,0.00027325,0.00011004,-0.00014534,0.00003210,0.00006113,-0.00018677
16,9,0.00005227,0.00016460,0.00002917,-0.00011827,0.00000521,0.00007246,-0.00008201
16,10,-0.00001170,0.00005895,-0.00002237,-0.00009889,-0.00001489,0.00008051,-0.00000829
16,11,-0.00001754,0.00003496,-0.00002818,-0.00008004,-0.00002103,0.00007263,0.00000359
16,12,-0.00000653,0.00002036,-0.00002577,-0.00007372,-0.00001207,0.00006262,0.00000398
16,13,0.00000599,0.00002692,-0.00001991,-0.00006750,-0.00000340,0.00004604,-0.00000433
16,14,0.00000983,0.00002297,-0.00002184,-0.00006495,0.00000297,0.00003237,-0.00000365
16,15,0.00000748,0.00001631,-0.00002338,-0.00005790,0.00000316,0.00002026,-0.00000014
17,0,0.00009639,0.00003868,0.00015136,-0.00005682,-0.00006257,-0.00004722,-0.00009548
17,1,0.00010792,0.00004680,0.00014994,-0.00006015,-0.00006498,-0.00004461,-0.00010155
17,2,0.00011798,0.00007072,0.00007086,-0.00006531,-0.00005297,-0.00003268,-0.00008652
17,3,0.00009096,0.00007115,0.00006006,-0.00006279,-0.00004471,-0.00002588,-0.00007406
17,4,0.00000877,0.00005278,0.00001866,-0.00004575,-0.00001819,-0.00000648,-0.00002674
17,5,-0.00000717,0.00004283,0.00000672,-0.00003641,-0.00000989,0.00000248,-0.00001413
17,6,-0.00001187,0.00002529,-0.00001169,-0.00002303,-0.00000081,0.00000938,-0.00000058
17,7,-0.00000690,0.00001715,-0.00002182,-0.00001543,0.00000477,0.00000963,0.00000386
17,8,0.00000497,0.00001179,-0.00004110,-0.00000778,0.00000832,0.00000618,0.00000811
17,9,0.00000330,0.00000984,-0.00002805,-0.00000820,0.00001148,0.00000214,0.00000497
17,10,-0.00000505,0.00000583,-0.00000389,-0.00001139,0.00001271,-0.00000435,0.00000104
17,11,-0.00000687,0.00000525,0.00000240,-0.00001282,0.00001092,-0.00000429,-0.00000026
18,0,0.00003518,0.00004384,0.00000247,-0.00001793,-0.00001308,0.00000965,-0.00002716
18,1,-0.00002909,-0.00004853,-0.00010616,-0.00001587,-0.00000675,0.00000892,0.00006126
18,2,0.00002500,0.00005023,-0.00000054,-0.00001536,-0.00000273,0.00000624,-0.00002490
18,3,0.00001734,-0.00004962,0.00001031,-0.00001227,-0.00000795,0.00000757,0.00000732
18,4,0.00001479,0.00001220,-0.00003284,-0.00001410,-0.00000274,0.00000655,0.00000195
18,5,0.00000702,-0.00000872,-0.00002258,-0.00001351,-0.00000264,0.00000586,0.00000809
18,6,0.00001923,0.00000544,-0.00000969,-0.00000923,-0.00000085,0.00000453,-0.00000499
19,0,-0.00024439,-0.00025700,-0.00024917,-0.00001417,-0.00000316,-0.00000477,0.00025019
19,1,0.00023785,0.00033861,-0.00000528,0.00008988,0.00000105,-0.00000410,-0.00019039
19,2,-0.00010930,-0.00010062,-0.00016249,0.00001110,-0.00000296,-0.00000914,0.00012414
20,0,-0.00000386,-0.00008070,0.00003180,0.00000973,-0.00000892,-0.00002210,0.00001759
21,0,0.00007082,0.00010979,-0.00003148,0.00005072,-0.00000442,-0.00004157,-0.00004971
22,0,-0.00006563,-0.00016843,-0.00024453,-0.00006892,-0.00011050,0.00007769,0.00015953
22,1,0.00023015,0.00016980,-0.00013199,0.00002333,-0.00010143,0.00007625,-0.00008932
22,2,0.00000192,-0.00009051,-0.00020695,-0.00004264,-0.00010673,0.00007580,0.00009851
23,0,-0.00019928,-0.00013677,-0.00023848,-0.00002665,-0.00001687,0.00002883,0.00019151
23,1,0.00025890,0.00043837,-0.00002433,0.00006611,0.00001142,0.00003559,-0.00022431
23,2,-0.00007594,-0.00000128,-0.00016456,-0.00002113,-0.00001135,0.00002331,0.00008059
24,0,-0.00004509,0.00001060,0.00010990,0.00003889,0.00001242,-0.00003926,-0.00002514
24,1,-0.00004233,0.00000598,0.00010932,0.00003584,0.00001151,-0.00003339,-0.00002433
24,2,-0.00003431,-0.00001982,0.00008612,0.00002584,0.00000714,-0.00001275,-0.00001066
24,3,-0.00002432,-0.00002548,0.00007993,0.00002437,0.00000846,-0.00000374,-0.00001004
24,4,0.00000382,-0.00003080,0.00005514,0.00001497,0.00000370,0.00000773,-0.00000939
25,0,0.01527691,0.01516407,0.00927111,0.00003529,0.00008411,-0.00001630,-0.01323736
25,1,0.00141085,0.00119678,0.00101603,0.00057635,-0.00041520,0.00006745,-0.00120788
25,2,0.00027183,-0.00015867,0.00004462,0.00013825,-0.00025513,0.00003967,-0.00005259
25,3,0.00021116,-0.00024078,-0.00007287,-0.00001163,-0.00016133,0.00001944,0.00003416
25,4,0.00018903,-0.00018379,-0.00010325,-0.00005461,-0.00008574,-0.00000542,0.00003267
25,5,0.00019247,-0.00017869,-0.00010702,-0.00005487,-0.00008704,-0.00000653,0.00003108
25,6,0.00016913,-0.00009984,-0.00009584,-0.00001634,-0.00006649,-0.00002465,0.00000885
25,7,0.00012389,-0.00003811,-0.00007144,0.00003176,-0.00005885,-0.00004047,-0.00000478
26,0,0.01819353,0.01360173,0.01054054,-0.00047249,-0.00012182,-0.00040709,-0.01411193
26,1,0.00497513,0.00628924,0.00474572,0.00006048,-0.00025651,-0.00014898,-0.00533670
26,2,0.00036477,0.00030164,0.00138296,0.00002567,-0.00026850,-0.00015548,-0.00068312
26,3,-0.00093898,-0.00048599,0.00074891,0.00008354,-0.00058898,-0.00036775,0.00022535
26,4,-0.00022554,0.00101976,0.00119311,0.00004861,-0.00047419,-0.00048269,-0.00066244
26,5,-0.00029517,0.00102877,0.00089902,0.00000438,-0.00026370,-0.00050292,-0.00054421
26,6,-0.00020869,0.00076135,0.00043222,-0.00004623,-0.00008594,-0.00038458,-0.00032829
26,7,-0.00009094,0.00041710,0.00020104,-0.00006470,-0.00008835,-0.00029251,-0.00017573
26,8,0.00002330,0.00014224,0.00005183,-0.00006592,-0.00013548,-0.00022512,-0.00007246
26,9,0.00006291,0.00003262,-0.00000569,-0.00005551,-0.00015194,-0.00020472,-0.00002995
26,10,0.00006217,0.00000566,-0.00003795,-0.00003772,-0.00013969,-0.00020264,-0.00000996
26,11,0.00003145,0.00003764,-0.00003940,-0.00001829,-0.00010662,-0.00021065,-0.00000990
26,12,0.00000237,0.00007013,-0.00002472,-0.00000290,-0.00006244,-0.00020744,-0.00001593
26,13,-0.00001147,0.00007104,0.00000418,0.00000616,-0.00003042,-0.00018976,-0.00002125
26,14,-0.00000972,0.00004119,0.00003604,0.00000914,-0.00001205,-0.00015875,-0.00002250
26,15,-0.00000000,-0.00000218,0.00006064,0.00000805,-0.00000516,-0.00012448,-0.00001949
27,0,0.00046784,0.00061847,-0.00125616,-0.00002670,-0.00006601,-0.00000323,0.00005662
27,1,0.00005986,0.00021286,-0.00088320,-0.00008144,0.00004452,-0.00006020,0.00020349
27,2,0.00076196,0.00083490,-0.00064377,-0.00002833,-0.00008184,-0.00005531,-0.00031770
27,3,0.00003844,-0.00021498,-0.00114987,-0.00021096,-0.00006663,0.00010682,0.00044214
27,4,0.00030124,0.00016640,-0.00089425,-0.00007830,0.00001398,0.00001166,0.00014220
27,5,0.00027906,0.00026131,-0.00079963,-0.00011261,-0.00004224,-0.00004167,0.00008642
27,6,0.00030578,0.00013884,-0.00075124,-0.00012066,-0.00003402,-0.00001198,0.00010221
27,7,0.00016991,0.00001908,-0.00067451,-0.00009297,0.00000538,-0.00000380,0.00016184
27,8,0.00005662,-0.00030009,-0.00047560,-0.00013392,0.00000680,-0.00001807,0.00023969
27,9,0.00011910,-0.00016831,-0.00038975,-0.00010630,0.00001269,0.00001800,0.00014632
27,10,0.00011358,-0.00004457,-0.00033798,-0.00000985,0.00001134,0.00000561,0.00008966
27,11,0.00006930,0.00011910,-0.00018838,-0.00008535,-0.00001160,0.00000593,-0.00000001
27,12,0.00006194,0.00002071,-0.00008991,-0.00002309,-0.00000437,0.00002707,0.00000242
27,13,0.00004168,-0.00002569,-0.00006252,-0.00001269,0.00000018,0.00001088,0.00001551
27,14,0.00002804,-0.00002779,-0.00002225,-0.00001507,0.00000075,0.00001317,0.00000733
27,15,0.00002831,-0.00001035,0.00000901,-0.00001684,-0.00000535,0.00000662,-0.00000899
28,0,-0.00033650,-0.00002935,0.00009802,0.00002218,0.00010884,0.00002961,0.00008927
28,1,-0.00004792,0.00072889,0.00027043,-0.00007968,0.00008562,-0.00003896,-0.00031714
28,2,-0.00028450,0.00001414,0.00013140,0.00000673,0.00011884,-0.00000195,0.00004632
28,3,-0.00020876,0.00018339,0.00022527,-0.00003930,0.00010491,0.00010190,-0.00006663
28,4,-0.00027089,0.00005367,0.00015889,0.00001335,0.00011175,0.00001900,0.00001944
28,5,-0.00022167,0.00001095,0.00018803,-0.00014187,0.00013031,0.00009994,0.00000757
28,6,-0.00024281,0.00002893,0.00017129,-0.00000729,0.00011715,0.00004154,0.00001420
29,0,0.00008996,0.00000728,0.00006061,0.00000830,0.00000783,-0.00001994,-0.00005262
29,1,0.00004003,-0.00002893,-0.00001116,0.00000508,0.00000268,-0.00001672,0.00000002
29,2,0.00007810,0.00006353,0.00009031,0.00000200,-0.00000610,-0.00000403,-0.00007731
29,3,0.00004373,-0.00005930,0.00001720,0.00000070,-0.00000035,-0.00001064,-0.00000054
29,4,0.00010174,0.00011542,0.00002792,0.00000117,0.00000725,-0.00000131,-0.00008169
29,5,0.00005738,-0.00000034,0.00001465,0.00000253,-0.00000430,-0.00000533,-0.00002390
29,6,0.00005130,0.00002383,-0.00000935,-0.00000286,0.00000529,-0.00000204,-0.00002193
29,7,0.00005618,0.00003241,-0.00001807,-0.00000040,-0.00000631,0.00001241,-0.00002351
29,8,0.00004395,0.00001805,-0.00001606,-0.00000376,-0.00000815,0.00000964,-0.00001531
29,9,0.00002276,-0.00000836,-0.00002250,0.00000061,0.00000397,0.00002637,0.00000270
29,10,0.00003619,-0.00000322,-0.00001854,-0.00001446,0.00000009,0.00001162,-0.00000481
29,11,0.00004048,0.00000957,-0.00000757,-0.00000011,-0.00000201,0.00000845,-0.00001416
29,12,0.00003757,0.00001527,0.00000064,-0.00000625,0.00000001,0.00001447,-0.00001783
30,0,0.01325289,0.01296801,0.01286572,0.00019860,0.00005279,0.00008052,-0.01302887
30,1,0.01242808,0.01216863,0.01207811,0.00018823,0.00007555,0.00007852,-0.01222494
30,2,0.01106930,0.01079330,0.01073515,0.00016593,0.00010719,0.00011711,-0.01086592
30,3,0.00945102,0.00921207,0.00901496,0.00011041,0.00012045,0.00017435,-0.00922602
30,4,0.00741687,0.00714786,0.00711838,0.00006615,0.00012897,0.00034450,-0.00722770
30,5,0.00346170,0.00334933,0.00316065,-0.00008168,0.00005774,0.00032249,-0.00332389
30,6,-0.00160545,-0.00149775,-0.00187431,0.00017603,0.00015782,0.00011394,0.00165917
30,7,0.00100103,0.00073777,0.00067431,-0.00000788,0.00000006,0.00030067,-0.00080437
30,8,-0.00039491,-0.00021339,-0.00098121,0.00025790,-0.00002256,0.00009955,0.00052983
30,9,0.00021907,0.00017620,-0.00007490,0.00001119,-0.00001721,0.00016727,-0.00010679
30,10,-0.00005226,-0.00020554,-0.00029874,0.00002646,0.00005829,0.00018393,0.00018551
30,11,0.00011979,0.00005943,-0.00013379,0.00003769,-0.00002980,0.00013497,-0.00001514
30,12,0.00008925,-0.00011154,-0.00005745,-0.00001491,0.00001166,0.00013875,0.00002658
30,13,0.00008628,0.00000287,-0.00007882,0.00002107,-0.00001194,0.00013275,-0.00000344
30,14,0.00006419,-0.00004307,-0.00000514,-0.00001824,-0.00002433,0.00010347,-0.00000533
30,15,0.00003694,-0.00007251,-0.00003406,-0.00001478,-0.00001224,0.00008182,0.00002321
31,0,0.01888763,0.01831336,0.00962674,-0.00046258,-0.00016504,-0.00007265,-0.01560925
31,1,0.01006036,0.00911178,0.00424312,-0.00097883,-0.00042335,-0.00069263,-0.00780509
